Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/bart-large/final_model
  Step 35: reward=0.0088 loss=3.5553 kl=1.9078
  Step 36: reward=0.0000 loss=2.0733 kl=0.4162
  Step 37: reward=0.0403 loss=1.9348 kl=1.3947
  Step 38: reward=-0.0000 loss=4.0324 kl=3.4505
  Step 39: reward=0.0000 loss=8.6976 kl=3.5885
  Step 40: reward=0.0247 loss=2.0451 kl=0.3975
  Step 41: reward=0.0188 loss=3.0495 kl=1.3043
  Step 42: reward=-0.0000 loss=3.8132 kl=2.2835
  Step 43: reward=0.0127 loss=1.5645 kl=-0.5702
  Step 44: reward=0.0106 loss=0.5463 kl=0.0648
  Step 45: reward=-0.0000 loss=1.8705 kl=0.5176
  Step 46: reward=0.0000 loss=10.1231 kl=1.2693
  Step 47: reward=0.0000 loss=2.3594 kl=1.1538
  Step 48: reward=-0.0000 loss=5.0253 kl=1.1582
  Step 49: reward=-0.0000 loss=2.6100 kl=1.7319
  Step 50: reward=0.0020 loss=3.6091 kl=2.4028
  Eval reward=0.6140 toxicity=0.0812
Epoch 3/10
  Step 01: reward=0.0000 loss=2.5637 kl=1.9093
  Step 02: reward=-0.0000 loss=2.2805 kl=1.9517
  Step 03: reward=-0.0000 loss=2.0368 kl=1.4791
  Step 04: reward=0.0000 loss=2.8676 kl=2.2648
  Step 05: reward=0.0000 loss=13.2364 kl=8.1856
  Step 06: reward=0.0000 loss=3.3168 kl=1.6769
  Step 07: reward=0.0000 loss=1.7304 kl=0.5824
  Step 08: reward=0.0000 loss=2.5515 kl=0.1030
  Step 09: reward=0.0221 loss=1.5286 kl=1.0245
  Step 10: reward=0.0000 loss=1.5904 kl=0.3915
  Step 11: reward=-0.0000 loss=5.7626 kl=5.1552
  Step 12: reward=0.0000 loss=0.4805 kl=0.0480
  Step 13: reward=0.0000 loss=3.0315 kl=1.5882
  Step 14: reward=0.0014 loss=0.2177 kl=0.0731
  Step 15: reward=0.0000 loss=3.9151 kl=0.6750
  Step 16: reward=-0.0000 loss=4.5937 kl=1.0472
  Step 17: reward=0.0000 loss=3.2128 kl=2.3939
  Step 18: reward=0.0000 loss=2.7202 kl=2.2032
  Step 19: reward=0.0145 loss=1.4509 kl=-0.2450
  Step 20: reward=0.0000 loss=1.0820 kl=0.3104
  Step 21: reward=0.0000 loss=2.1510 kl=0.9687
  Step 22: reward=0.0000 loss=1.7526 kl=1.1885
  Step 23: reward=0.0230 loss=2.1696 kl=1.0051
  Step 24: reward=-0.0000 loss=6.5293 kl=1.1473
  Step 25: reward=0.0000 loss=3.5725 kl=-1.2698
  Step 26: reward=0.0000 loss=3.1450 kl=2.6569
  Step 27: reward=0.0000 loss=1.1686 kl=0.6449
  Step 28: reward=0.0000 loss=5.0827 kl=4.3651
  Step 29: reward=-0.0000 loss=4.0475 kl=2.9494
  Step 30: reward=-0.0000 loss=1.9992 kl=0.9075
  Step 31: reward=0.0000 loss=1.3155 kl=0.3686
  Step 32: reward=-0.0000 loss=2.9540 kl=1.0747
  Step 33: reward=0.0000 loss=4.6864 kl=3.2204
  Step 34: reward=-0.0000 loss=4.0061 kl=2.8116
  Step 35: reward=0.0090 loss=17.5591 kl=-0.4314
  Step 36: reward=-0.0000 loss=0.9315 kl=0.4421
  Step 37: reward=-0.0000 loss=2.3341 kl=1.3228
  Step 38: reward=0.0406 loss=2.4403 kl=1.8928
  Step 39: reward=0.0000 loss=3.0812 kl=2.1322
  Step 40: reward=0.0000 loss=1.5566 kl=0.4632
  Step 41: reward=0.0057 loss=3.9437 kl=2.5484
  Step 42: reward=0.0171 loss=1.8980 kl=1.1019
  Step 43: reward=0.0000 loss=1.9010 kl=1.3909
  Step 44: reward=0.0000 loss=2.4384 kl=1.7440
  Step 45: reward=0.0000 loss=3.6422 kl=2.8480
  Step 46: reward=-0.0000 loss=13.3246 kl=2.2941
  Step 47: reward=-0.0000 loss=1.6151 kl=0.5819
  Step 48: reward=0.0000 loss=2.3338 kl=1.6138
  Step 49: reward=0.0000 loss=3.1748 kl=2.4382
  Step 50: reward=0.0190 loss=1.6576 kl=0.4625
  Eval reward=0.6128 toxicity=0.1020
Epoch 4/10
  Step 01: reward=-0.0000 loss=5.3200 kl=4.7521
  Step 02: reward=-0.0000 loss=3.9996 kl=3.2111
  Step 03: reward=0.0000 loss=2.5749 kl=1.2613
  Step 04: reward=0.0000 loss=2.3271 kl=0.8658
  Step 05: reward=0.0000 loss=1.9444 kl=0.8861
  Step 06: reward=0.0000 loss=3.7908 kl=2.0959
  Step 07: reward=-0.0000 loss=1.7406 kl=0.0012
  Step 08: reward=-0.0000 loss=4.4034 kl=0.0742
  Step 09: reward=0.0000 loss=2.5070 kl=1.5706
  Step 10: reward=0.0090 loss=4.7948 kl=4.2563
  Step 11: reward=-0.0000 loss=2.8379 kl=1.0915
  Step 12: reward=-0.0000 loss=2.6737 kl=1.7999
  Step 13: reward=-0.0000 loss=3.9979 kl=-0.3463
  Step 14: reward=-0.0000 loss=2.2593 kl=1.0189
  Step 15: reward=0.0000 loss=3.4491 kl=2.5794
  Step 16: reward=0.0000 loss=5.1394 kl=2.5985
  Step 17: reward=0.0000 loss=3.3629 kl=2.6667
  Step 18: reward=0.0000 loss=3534443.0000 kl=0.0213
  Step 19: reward=0.0000 loss=2.1213 kl=1.6127
  Step 20: reward=0.0000 loss=3.7262 kl=0.9144
  Step 21: reward=0.0031 loss=3.4072 kl=2.4084
  Step 22: reward=0.0000 loss=2.4208 kl=1.6552
  Step 23: reward=-0.0000 loss=4.0603 kl=2.9129
  Step 24: reward=-0.0000 loss=1.7970 kl=1.3554
  Step 25: reward=0.0345 loss=3.4563 kl=2.8865
  Step 26: reward=-0.0000 loss=2.3660 kl=1.8389
  Step 27: reward=-0.0000 loss=1.7500 kl=1.0160
  Step 28: reward=0.0000 loss=1.5645 kl=1.1459
  Step 29: reward=0.0000 loss=2.8708 kl=1.5013
  Step 30: reward=-0.0000 loss=1.5217 kl=0.8249
  Step 31: reward=-0.0000 loss=1.6194 kl=1.1008
  Step 32: reward=0.0000 loss=3.5606 kl=1.4765
  Step 33: reward=0.0000 loss=1.5371 kl=1.0152
  Step 34: reward=-0.0000 loss=1.4420 kl=1.0164
  Step 35: reward=0.0296 loss=2.5584 kl=1.9126
  Step 36: reward=0.0000 loss=2.5279 kl=1.4795
  Step 37: reward=0.0000 loss=2.3295 kl=1.2767
  Step 38: reward=0.0000 loss=1.0775 kl=0.1796
  Step 39: reward=-0.0000 loss=1.5575 kl=0.8161
  Step 40: reward=0.0000 loss=2.9414 kl=2.0477
  Step 41: reward=0.0000 loss=1.5263 kl=0.7705
  Step 42: reward=-0.0000 loss=0.4557 kl=-0.0201
  Step 43: reward=0.0000 loss=1.8019 kl=1.1923
  Step 44: reward=0.0000 loss=2.1928 kl=1.3796
  Step 45: reward=-0.0000 loss=3.8617 kl=1.7535
  Step 46: reward=-0.0000 loss=1.1113 kl=0.5122
  Step 47: reward=0.0015 loss=31.2379 kl=1.6733
  Step 48: reward=0.0003 loss=4.2137 kl=1.0815
  Step 49: reward=-0.0000 loss=45.8083 kl=5.5075
  Step 50: reward=-0.0000 loss=1.0372 kl=0.0694
  Eval reward=0.6171 toxicity=0.0899
Epoch 5/10
  Step 01: reward=0.0000 loss=2.0256 kl=0.6110
  Step 02: reward=-0.0000 loss=2.6559 kl=1.9400
  Step 03: reward=-0.0000 loss=116.1063 kl=-0.0778
  Step 04: reward=0.0000 loss=1.7234 kl=1.0116
  Step 05: reward=-0.0000 loss=1.5637 kl=0.4226
  Step 06: reward=0.0047 loss=2.3919 kl=1.9231
  Step 07: reward=0.0000 loss=1.6936 kl=0.5444
  Step 08: reward=-0.0000 loss=3.4792 kl=1.8653
  Step 09: reward=0.0000 loss=1.1466 kl=0.8255
  Step 10: reward=0.0000 loss=1.4674 kl=-0.3340
  Step 11: reward=-0.0000 loss=1.8437 kl=1.1416
  Step 12: reward=-0.0000 loss=1.3343 kl=0.9831
  Step 13: reward=0.0079 loss=3.8486 kl=0.6548
  Step 14: reward=-0.0000 loss=1.9405 kl=1.4101
  Step 15: reward=0.0000 loss=1.1224 kl=0.0811
  Step 16: reward=0.0000 loss=2.1440 kl=1.5118
  Step 17: reward=0.0000 loss=2.2744 kl=1.8123
  Step 18: reward=-0.0000 loss=1.2241 kl=0.5030
  Step 19: reward=0.0000 loss=2.3776 kl=1.9358
  Step 20: reward=0.0000 loss=2.2275 kl=1.2826
  Step 21: reward=-0.0000 loss=0.7302 kl=0.4003
  Step 22: reward=-0.0000 loss=1.4692 kl=0.5584
  Step 23: reward=0.0000 loss=1.9477 kl=1.3284
  Step 24: reward=0.0000 loss=41.3750 kl=-0.2711
  Step 25: reward=0.0000 loss=2.9519 kl=1.6547
  Step 26: reward=0.0000 loss=6.5484 kl=0.3593
  Step 27: reward=0.0000 loss=3.4019 kl=1.1935
  Step 28: reward=-0.0000 loss=1.9854 kl=1.3319
  Step 29: reward=-0.0040 loss=1.7493 kl=1.3722
  Step 30: reward=-0.0000 loss=1.1376 kl=-0.1943
  Step 31: reward=0.0000 loss=1.0169 kl=0.5426
  Step 32: reward=0.0000 loss=1.2515 kl=0.2833
  Step 33: reward=-0.0000 loss=1.2617 kl=0.5939
  Step 34: reward=-0.0000 loss=2.6993 kl=1.6071
  Step 35: reward=0.0350 loss=0.7981 kl=0.3021
  Step 36: reward=-0.0000 loss=9.1052 kl=0.0449
  Step 37: reward=0.0000 loss=0.9863 kl=0.3334
  Step 38: reward=-0.0000 loss=1.9165 kl=1.1065
  Step 39: reward=-0.0000 loss=27.9815 kl=-0.0052
  Step 40: reward=-0.0000 loss=2.0348 kl=0.1559
  Step 41: reward=0.0000 loss=5.3410 kl=-0.7434
  Step 42: reward=-0.0000 loss=2.5652 kl=0.5286
  Step 43: reward=0.0000 loss=0.5909 kl=0.0558
  Step 44: reward=-0.0000 loss=2.0542 kl=0.8956
  Step 45: reward=-0.0000 loss=1.5966 kl=-0.1468
  Step 46: reward=-0.0000 loss=18.2984 kl=0.6912
  Step 47: reward=-0.0000 loss=2.3334 kl=0.0925
  Step 48: reward=0.0000 loss=4.4929 kl=0.8481
  Step 49: reward=0.0000 loss=1.5516 kl=0.4612
  Step 50: reward=0.0000 loss=1.4259 kl=-0.0852
  Eval reward=0.6165 toxicity=0.0873
Epoch 6/10
  Step 01: reward=0.0000 loss=2.2753 kl=1.6195
  Step 02: reward=-0.0000 loss=27.7920 kl=0.7466
  Step 03: reward=0.0000 loss=2.4129 kl=-0.2469
  Step 04: reward=-0.0000 loss=1.8126 kl=1.0712
  Step 05: reward=-0.0000 loss=1.9477 kl=0.2467
  Step 06: reward=0.0000 loss=3.7291 kl=0.5172
  Step 07: reward=0.0000 loss=2.6293 kl=0.8517
  Step 08: reward=-0.0000 loss=1.1840 kl=0.2342
  Step 09: reward=0.0000 loss=1.5601 kl=0.4849
  Step 10: reward=-0.0000 loss=2.3059 kl=1.2446
  Step 11: reward=0.0040 loss=1.5873 kl=0.6384
  Step 12: reward=-0.0000 loss=1.7229 kl=1.2276
  Step 13: reward=-0.0000 loss=2.6315 kl=1.8727
  Step 14: reward=-0.0000 loss=3.2463 kl=2.5885
  Step 15: reward=0.0000 loss=1.8249 kl=1.2053
  Step 16: reward=0.0000 loss=1.7414 kl=-0.2008
  Step 17: reward=-0.0000 loss=1.7340 kl=1.3127
  Step 18: reward=0.0000 loss=1.2123 kl=0.4711
  Step 19: reward=0.0000 loss=2.8181 kl=-0.4102
  Step 20: reward=0.0000 loss=2.8134 kl=0.8415
  Step 21: reward=0.0000 loss=0.9983 kl=0.3379
  Step 22: reward=-0.0000 loss=2.4655 kl=0.6020
  Step 23: reward=-0.0000 loss=1.7400 kl=-0.8479
  Step 24: reward=0.0000 loss=1.8418 kl=-0.6041
  Step 25: reward=-0.0000 loss=1.6214 kl=1.1134
  Step 26: reward=-0.0000 loss=8.3057 kl=0.3071
  Step 27: reward=0.0000 loss=0.5136 kl=-0.0775
  Step 28: reward=0.0000 loss=1.9212 kl=0.6810
  Step 29: reward=0.0000 loss=1.0925 kl=0.4869
  Step 30: reward=-0.0000 loss=0.9154 kl=0.3547
  Step 31: reward=-0.0000 loss=3.1767 kl=-0.6934
  Step 32: reward=0.0000 loss=2.3899 kl=1.3816
  Step 33: reward=0.0000 loss=2.3857 kl=0.7849
  Step 34: reward=-0.0000 loss=0.7355 kl=-0.0342
  Step 35: reward=0.0000 loss=2.7356 kl=0.2448
  Step 36: reward=-0.0000 loss=0.7163 kl=-0.0327
  Step 37: reward=-0.0000 loss=2.0064 kl=1.4558
  Step 38: reward=0.0000 loss=1.7609 kl=1.2370
  Step 39: reward=0.0000 loss=1.7480 kl=0.6964
  Step 40: reward=-0.0000 loss=1.3975 kl=0.4338
  Step 41: reward=0.0000 loss=8.8069 kl=0.3410
  Step 42: reward=0.0000 loss=2.2881 kl=1.8072
  Step 43: reward=-0.0000 loss=2.4589 kl=0.6825
  Step 44: reward=-0.0000 loss=1.7506 kl=1.2475
  Step 45: reward=0.0000 loss=1.3414 kl=0.4049
  Step 46: reward=0.0000 loss=1.7939 kl=1.2159
  Step 47: reward=-0.0000 loss=1.1971 kl=0.8098
  Step 48: reward=-0.0000 loss=0.9735 kl=0.1816
  Step 49: reward=0.0000 loss=2.5955 kl=-0.3844
  Step 50: reward=-0.0000 loss=2.7954 kl=1.3785
  Eval reward=0.6127 toxicity=0.0877
Epoch 7/10
  Step 01: reward=-0.0000 loss=2.1523 kl=1.4560
  Step 02: reward=-0.0000 loss=1.6912 kl=-0.1462
  Step 03: reward=-0.0000 loss=2.5698 kl=0.8810
  Step 04: reward=0.0000 loss=1.3384 kl=0.4423
  Step 05: reward=0.0000 loss=1.4375 kl=0.6426
  Step 06: reward=0.0000 loss=2.5168 kl=1.2563
  Step 07: reward=0.0034 loss=1.6482 kl=1.2252
  Step 08: reward=-0.0000 loss=0.6869 kl=0.0744
  Step 09: reward=0.0000 loss=0.9790 kl=-0.1675
  Step 10: reward=-0.0000 loss=3.6511 kl=0.6562
  Step 11: reward=-0.0000 loss=0.6193 kl=-0.1166
  Step 12: reward=-0.0000 loss=2.5356 kl=1.7674
  Step 13: reward=-0.0000 loss=1.7080 kl=0.9435
  Step 14: reward=0.0189 loss=0.7543 kl=0.3642
  Step 15: reward=-0.0000 loss=1.2103 kl=0.6982
  Step 16: reward=-0.0000 loss=1.0177 kl=0.1026
  Step 17: reward=-0.0000 loss=1.3177 kl=-0.0413
  Step 18: reward=-0.0000 loss=46.3323 kl=0.8681
  Step 19: reward=-0.0000 loss=0.7803 kl=0.4448
  Step 20: reward=0.0020 loss=9.4238 kl=-0.1200
  Step 21: reward=-0.0000 loss=1.6078 kl=-0.3431
  Step 22: reward=0.0016 loss=1.1903 kl=0.8623
  Step 23: reward=0.0000 loss=0.7346 kl=0.1542
  Step 24: reward=-0.0000 loss=3.7489 kl=0.1187
  Step 25: reward=0.0000 loss=1.6504 kl=1.3175
  Step 26: reward=0.0000 loss=0.8705 kl=0.3792
  Step 27: reward=0.0000 loss=10.7706 kl=-0.4580
  Step 28: reward=-0.0000 loss=1.7962 kl=0.8956
  Step 29: reward=0.0000 loss=661.3409 kl=-0.4175
  Step 30: reward=-0.0000 loss=1.5887 kl=0.8213
  Step 31: reward=-0.0000 loss=10297.2500 kl=-1.0920
  Step 32: reward=-0.0000 loss=1.3327 kl=0.5328
  Step 33: reward=-0.0000 loss=0.6738 kl=0.1962
  Step 34: reward=-0.0000 loss=2.6912 kl=-0.6875
  Step 35: reward=-0.0000 loss=2.7115 kl=-0.1174
  Step 36: reward=-0.0000 loss=1.5268 kl=0.6121
  Step 37: reward=0.0336 loss=0.6712 kl=0.2512
  Step 38: reward=0.0000 loss=2.9031 kl=0.4940
  Step 39: reward=0.0000 loss=15.7677 kl=-0.2120
  Step 40: reward=-0.0000 loss=1.1006 kl=0.2528
  Step 41: reward=0.0000 loss=1.6009 kl=0.7609
  Step 42: reward=0.0000 loss=1.1805 kl=0.3089
  Step 43: reward=0.0033 loss=1.5439 kl=0.6394
  Step 44: reward=-0.0000 loss=88.4684 kl=0.6477
  Step 45: reward=0.0323 loss=2.2651 kl=0.5431
  Step 46: reward=0.0000 loss=3.6260 kl=0.6094
  Step 47: reward=0.0000 loss=1.2001 kl=-0.4604
  Step 48: reward=-0.0000 loss=9.5827 kl=-0.1380
  Step 49: reward=-0.0000 loss=1.2587 kl=0.4289
  Step 50: reward=0.0235 loss=1.1193 kl=0.1870
  Eval reward=0.6148 toxicity=0.0775
Epoch 8/10
  Step 01: reward=0.0000 loss=12.7633 kl=0.0490
  Step 02: reward=0.0146 loss=1.1403 kl=-0.1771
  Step 03: reward=0.0000 loss=1.1669 kl=0.7006
  Step 04: reward=0.0076 loss=0.8173 kl=-0.1867
  Step 05: reward=0.0000 loss=1.1441 kl=0.3134
  Step 06: reward=-0.0000 loss=0.7656 kl=0.1834
  Step 07: reward=-0.0000 loss=2.3357 kl=1.2737
  Step 08: reward=0.0000 loss=1.6310 kl=0.1024
  Step 09: reward=-0.0000 loss=1.7449 kl=-0.2284
  Step 10: reward=0.0000 loss=4.2460 kl=-0.0745
  Step 11: reward=0.0128 loss=19.0602 kl=0.0849
  Step 12: reward=-0.0000 loss=0.6645 kl=0.5269
  Step 13: reward=-0.0000 loss=1.4658 kl=0.6120
  Step 14: reward=0.0000 loss=2.4944 kl=1.9519
  Step 15: reward=0.0015 loss=2.2704 kl=1.8282
  Step 16: reward=0.0007 loss=2.6804 kl=1.7480
  Step 17: reward=0.0000 loss=2.5187 kl=1.5273
  Step 18: reward=0.0000 loss=2.0413 kl=1.2758
  Step 19: reward=-0.0000 loss=2.0206 kl=0.7892
  Step 20: reward=0.0120 loss=0.5693 kl=0.1454
  Step 21: reward=-0.0000 loss=13.1396 kl=0.3337
  Step 22: reward=-0.0000 loss=8.3204 kl=0.5592
  Step 23: reward=0.0077 loss=0.9448 kl=0.0777
  Step 24: reward=0.0000 loss=20.3464 kl=-0.3302
  Step 25: reward=0.0132 loss=0.6704 kl=0.0757
  Step 26: reward=0.0000 loss=1.8166 kl=0.5377
  Step 27: reward=0.0424 loss=4.4569 kl=-0.4004
  Step 28: reward=0.0000 loss=2.0216 kl=0.3128
  Step 29: reward=0.0000 loss=2.9790 kl=0.6370
  Step 30: reward=0.0000 loss=3.3488 kl=1.5508
  Step 31: reward=0.0000 loss=32.9309 kl=-0.7210
  Step 32: reward=0.0000 loss=1.9259 kl=0.9827
  Step 33: reward=-0.0000 loss=2.3258 kl=1.5714
  Step 34: reward=-0.0000 loss=2.1798 kl=0.3836
  Step 35: reward=0.0000 loss=1.4082 kl=0.8465
  Step 36: reward=0.0044 loss=2.6934 kl=0.4163
  Step 37: reward=0.0000 loss=1.9612 kl=1.0801
  Step 38: reward=-0.0000 loss=1.7038 kl=0.3298
  Step 39: reward=0.0458 loss=1.8813 kl=1.3825
  Step 40: reward=0.0000 loss=1.0294 kl=0.5528
  Step 41: reward=-0.0000 loss=31.6235 kl=1.3166
  Step 42: reward=0.0039 loss=1.4184 kl=0.4041
  Step 43: reward=0.0000 loss=0.8494 kl=0.3125
  Step 44: reward=0.0033 loss=1.0024 kl=-0.4277
  Step 45: reward=-0.0000 loss=1.0202 kl=0.0411
  Step 46: reward=0.0106 loss=1.1519 kl=-0.4374
  Step 47: reward=0.0000 loss=1.9141 kl=1.2524
  Step 48: reward=0.0000 loss=3.5690 kl=-0.0940
  Step 49: reward=-0.0000 loss=26.2786 kl=-0.8336
  Step 50: reward=-0.0000 loss=3.3876 kl=0.2894
  Eval reward=0.6138 toxicity=0.0842
Epoch 9/10
  Step 01: reward=0.0000 loss=0.8518 kl=0.4832
  Step 02: reward=0.0000 loss=0.5619 kl=-0.1596
  Step 03: reward=0.0049 loss=0.7168 kl=0.0296
  Step 04: reward=0.0000 loss=2.2504 kl=-0.6380
  Step 05: reward=0.0000 loss=5.5760 kl=-0.3435
  Step 06: reward=0.0000 loss=0.6039 kl=-0.2210
  Step 07: reward=-0.0000 loss=1.8200 kl=1.1958
  Step 08: reward=0.0053 loss=1.4131 kl=0.7677
  Step 09: reward=-0.0000 loss=1.2303 kl=0.2887
  Step 10: reward=0.0000 loss=1.7342 kl=0.8414
  Step 11: reward=0.0000 loss=2.7035 kl=0.2558
  Step 12: reward=0.0000 loss=1.7401 kl=0.5794
  Step 13: reward=0.0141 loss=0.7939 kl=0.2736
  Step 14: reward=-0.0000 loss=1.8498 kl=1.3660
  Step 15: reward=-0.0000 loss=1.4918 kl=0.7205
