Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/bart-base/final_model
  Step 30: reward=0.0000 loss=0.7210 kl=0.3745
  Step 31: reward=0.0000 loss=1.1360 kl=-0.0162
  Step 32: reward=-0.0000 loss=0.8902 kl=0.3030
  Step 33: reward=0.0000 loss=1.6811 kl=0.3609
  Step 34: reward=0.0000 loss=1.2009 kl=-0.0502
  Step 35: reward=-0.0000 loss=0.6906 kl=0.0154
  Step 36: reward=0.0000 loss=0.8336 kl=0.3469
  Step 37: reward=-0.0000 loss=0.8500 kl=0.8005
  Step 38: reward=-0.0000 loss=2.2260 kl=-0.2613
  Step 39: reward=0.0000 loss=1.3335 kl=0.9957
  Step 40: reward=-0.0000 loss=1.2653 kl=0.8350
  Step 41: reward=0.0000 loss=1.9572 kl=0.2059
  Step 42: reward=-0.0000 loss=3.1931 kl=-0.0491
  Step 43: reward=0.0000 loss=1.8924 kl=-0.0765
  Step 44: reward=-0.0000 loss=1.4637 kl=0.2504
  Step 45: reward=0.0000 loss=1.5127 kl=0.5194
  Step 46: reward=-0.0000 loss=0.8212 kl=-0.0934
  Step 47: reward=-0.0000 loss=9.6835 kl=0.5088
  Step 48: reward=0.0000 loss=5.7821 kl=0.2220
  Step 49: reward=0.0000 loss=4.8140 kl=-0.0059
  Step 50: reward=0.0000 loss=0.6131 kl=0.3860
  Eval reward=0.6145 toxicity=0.1057
Epoch 3/10
  Step 01: reward=0.0000 loss=52.2064 kl=-0.4229
  Step 02: reward=0.0000 loss=4.0089 kl=-0.3438
  Step 03: reward=0.0000 loss=1.3245 kl=-0.1736
  Step 04: reward=0.0000 loss=0.9964 kl=0.7477
  Step 05: reward=0.0000 loss=0.7699 kl=0.2713
  Step 06: reward=-0.0000 loss=2.3550 kl=1.5208
  Step 07: reward=-0.0000 loss=1.0908 kl=0.8497
  Step 08: reward=0.0000 loss=1.3686 kl=0.7278
  Step 09: reward=-0.0024 loss=1.8151 kl=0.5373
  Step 10: reward=-0.0000 loss=1.5175 kl=1.0648
  Step 11: reward=0.0000 loss=2.0001 kl=0.3966
  Step 12: reward=0.0000 loss=1.3482 kl=0.4377
  Step 13: reward=-0.0000 loss=1.2552 kl=0.8397
  Step 14: reward=0.0000 loss=1.0968 kl=0.7397
  Step 15: reward=0.0000 loss=1.4911 kl=0.9375
  Step 16: reward=0.0000 loss=0.6653 kl=0.3854
  Step 17: reward=0.0000 loss=1.1392 kl=0.3516
  Step 18: reward=-0.0000 loss=0.8625 kl=0.3110
  Step 19: reward=0.0000 loss=1.0573 kl=0.2300
  Step 20: reward=-0.0000 loss=1.7821 kl=0.8892
  Step 21: reward=0.0000 loss=2.4696 kl=1.1864
  Step 22: reward=0.0000 loss=2.6493 kl=-0.1412
  Step 23: reward=-0.0000 loss=0.8273 kl=0.2789
  Step 24: reward=0.0000 loss=1.5250 kl=-0.1704
  Step 25: reward=-0.0000 loss=1.5661 kl=-0.5175
  Step 26: reward=-0.0000 loss=0.8047 kl=-0.1863
  Step 27: reward=-0.0000 loss=44.0231 kl=0.1000
  Step 28: reward=0.0000 loss=0.8879 kl=0.4129
  Step 29: reward=0.0000 loss=0.7341 kl=-0.0145
  Step 30: reward=-0.0000 loss=2.5482 kl=0.3880
  Step 31: reward=-0.0000 loss=3.8750 kl=-0.3482
  Step 32: reward=0.0000 loss=1.2471 kl=0.0343
  Step 33: reward=-0.0000 loss=1.1019 kl=-0.2347
  Step 34: reward=0.0000 loss=1.6421 kl=0.4287
  Step 35: reward=-0.0042 loss=0.9576 kl=0.0950
  Step 36: reward=0.0000 loss=0.6397 kl=0.2026
  Step 37: reward=-0.0000 loss=1.8337 kl=0.0133
  Step 38: reward=-0.0000 loss=0.5065 kl=0.0762
  Step 39: reward=0.0000 loss=0.9556 kl=-0.0252
  Step 40: reward=-0.0000 loss=0.5067 kl=-0.2648
  Step 41: reward=-0.0000 loss=1.6133 kl=0.7510
  Step 42: reward=0.0000 loss=0.7083 kl=0.0485
  Step 43: reward=-0.0000 loss=0.9184 kl=0.1768
  Step 44: reward=0.0000 loss=0.8962 kl=0.4366
  Step 45: reward=0.0000 loss=0.6482 kl=0.4578
  Step 46: reward=-0.0000 loss=1.2431 kl=0.7718
  Step 47: reward=-0.0000 loss=0.9289 kl=-0.0034
  Step 48: reward=0.0000 loss=1.3099 kl=0.7737
  Step 49: reward=0.0000 loss=0.6507 kl=0.3421
  Step 50: reward=0.0000 loss=0.5861 kl=-0.1276
  Eval reward=0.6110 toxicity=0.1115
Epoch 4/10
  Step 01: reward=0.0000 loss=1.5297 kl=0.2138
  Step 02: reward=0.0000 loss=1.1267 kl=0.4578
  Step 03: reward=-0.0000 loss=1.4701 kl=1.3593
  Step 04: reward=-0.0000 loss=0.7591 kl=0.2845
  Step 05: reward=0.0000 loss=1.0785 kl=0.8112
  Step 06: reward=-0.0000 loss=1.3997 kl=1.0465
  Step 07: reward=-0.0000 loss=1.2169 kl=0.7776
  Step 08: reward=0.0000 loss=0.6928 kl=0.1290
  Step 09: reward=0.0000 loss=1.0765 kl=0.5433
  Step 10: reward=-0.0000 loss=0.5255 kl=-0.0831
  Step 11: reward=0.0000 loss=1.5157 kl=0.7303
  Step 12: reward=-0.0000 loss=1.0539 kl=0.4128
  Step 13: reward=-0.0000 loss=2.7860 kl=0.5022
  Step 14: reward=0.0000 loss=1.8145 kl=0.5938
  Step 15: reward=-0.0000 loss=1.3627 kl=0.4311
  Step 16: reward=-0.0000 loss=1.8869 kl=0.3023
  Step 17: reward=0.0000 loss=0.5811 kl=-0.0069
  Step 18: reward=0.0000 loss=1.3269 kl=0.1589
  Step 19: reward=0.0000 loss=1.0613 kl=0.6239
  Step 20: reward=0.0000 loss=0.8708 kl=0.3656
  Step 21: reward=0.0000 loss=1.2851 kl=0.8121
  Step 22: reward=0.0058 loss=0.6515 kl=0.2118
  Step 23: reward=-0.0000 loss=3.5196 kl=0.4733
  Step 24: reward=0.0000 loss=1.2274 kl=0.4736
  Step 25: reward=-0.0000 loss=0.6078 kl=-0.1326
  Step 26: reward=-0.0000 loss=0.9963 kl=0.4356
  Step 27: reward=-0.0000 loss=1.0603 kl=-0.1456
  Step 28: reward=-0.0000 loss=1.1728 kl=-0.4357
  Step 29: reward=0.0000 loss=2.2833 kl=0.1531
  Step 30: reward=0.0000 loss=2.5786 kl=0.7006
  Step 31: reward=-0.0000 loss=1.0805 kl=0.2638
  Step 32: reward=-0.0000 loss=1.5527 kl=1.1573
  Step 33: reward=-0.0000 loss=43.4713 kl=0.1356
  Step 34: reward=0.0000 loss=1.2010 kl=0.5859
  Step 35: reward=0.0000 loss=2.1251 kl=-0.2574
  Step 36: reward=0.0000 loss=0.8082 kl=0.1385
  Step 37: reward=0.0000 loss=1.9156 kl=1.2741
  Step 38: reward=0.0034 loss=1.3250 kl=-0.3224
  Step 39: reward=-0.0000 loss=1.0670 kl=-0.4126
  Step 40: reward=-0.0000 loss=0.6267 kl=0.1793
  Step 41: reward=0.0000 loss=2.4467 kl=-0.6379
  Step 42: reward=-0.0000 loss=3.4463 kl=-0.8398
  Step 43: reward=-0.0000 loss=0.9633 kl=0.1531
  Step 44: reward=-0.0000 loss=1.2390 kl=0.2708
  Step 45: reward=0.0000 loss=1.4431 kl=0.6771
  Step 46: reward=-0.0000 loss=0.7481 kl=0.0090
  Step 47: reward=0.0000 loss=8.0002 kl=-0.8898
  Step 48: reward=-0.0000 loss=0.8602 kl=0.0331
  Step 49: reward=-0.0000 loss=2.1572 kl=-0.2505
  Step 50: reward=0.0000 loss=0.8971 kl=-0.0345
  Eval reward=0.6077 toxicity=0.1211
Epoch 5/10
  Step 01: reward=0.0087 loss=0.7963 kl=0.2316
  Step 02: reward=0.0000 loss=0.6876 kl=0.0347
  Step 03: reward=0.0000 loss=7.5301 kl=0.8512
  Step 04: reward=0.0000 loss=1.2363 kl=0.2268
  Step 05: reward=0.0000 loss=2.6874 kl=-0.1502
  Step 06: reward=0.0000 loss=1.5245 kl=1.0339
  Step 07: reward=0.0000 loss=0.7783 kl=0.0105
  Step 08: reward=0.0000 loss=0.9948 kl=0.6382
  Step 09: reward=0.0000 loss=0.9243 kl=0.5508
  Step 10: reward=-0.0000 loss=1.7548 kl=1.1349
  Step 11: reward=0.0000 loss=0.9819 kl=-0.5439
  Step 12: reward=-0.0000 loss=3.2745 kl=-0.0075
  Step 13: reward=0.0000 loss=1.7364 kl=-0.4671
  Step 14: reward=-0.0000 loss=5.9114 kl=0.1776
  Step 15: reward=-0.0000 loss=1.2986 kl=0.5568
  Step 16: reward=-0.0000 loss=0.9953 kl=-0.2013
  Step 17: reward=0.0000 loss=0.4966 kl=-0.0466
  Step 18: reward=-0.0000 loss=1.4369 kl=-0.4100
  Step 19: reward=0.0000 loss=0.8329 kl=0.1694
  Step 20: reward=0.0000 loss=1.5078 kl=-0.0498
  Step 21: reward=0.0000 loss=0.6295 kl=0.1263
  Step 22: reward=-0.0000 loss=0.8541 kl=-0.1206
  Step 23: reward=0.0000 loss=1.1101 kl=0.3131
  Step 24: reward=-0.0000 loss=0.8767 kl=-0.2230
  Step 25: reward=-0.0000 loss=0.8245 kl=0.5107
  Step 26: reward=0.0000 loss=0.7363 kl=-0.2695
  Step 27: reward=-0.0000 loss=1.2109 kl=0.3437
  Step 28: reward=0.0000 loss=0.9063 kl=-0.0060
  Step 29: reward=0.0000 loss=0.9778 kl=0.4482
  Step 30: reward=-0.0000 loss=1.1666 kl=0.5587
  Step 31: reward=-0.0000 loss=1.7263 kl=1.6084
  Step 32: reward=0.0000 loss=1.2159 kl=0.7987
  Step 33: reward=0.0000 loss=1.4494 kl=0.8787
  Step 34: reward=0.0000 loss=1.7384 kl=0.3958
  Step 35: reward=0.0000 loss=138.9346 kl=-0.7362
  Step 36: reward=0.0000 loss=0.6161 kl=0.1679
  Step 37: reward=0.0000 loss=6.3207 kl=0.6175
  Step 38: reward=-0.0000 loss=0.4731 kl=-0.0055
  Step 39: reward=-0.0044 loss=0.8166 kl=-0.3104
  Step 40: reward=0.0000 loss=1.3551 kl=-0.1839
  Step 41: reward=-0.0000 loss=1.7216 kl=0.9565
  Step 42: reward=-0.0000 loss=1.8140 kl=0.3552
  Step 43: reward=0.0000 loss=2.5391 kl=1.9261
  Step 44: reward=0.0000 loss=0.5962 kl=0.2044
  Step 45: reward=0.0000 loss=1.2241 kl=0.5545
  Step 46: reward=0.0000 loss=1.6105 kl=0.8439
  Step 47: reward=0.0000 loss=0.8372 kl=0.3746
  Step 48: reward=0.0000 loss=1.9097 kl=0.3039
  Step 49: reward=-0.0000 loss=1.0383 kl=-0.1822
  Step 50: reward=-0.0000 loss=1.3217 kl=0.6450
  Eval reward=0.6122 toxicity=0.1066
Epoch 6/10
  Step 01: reward=0.0000 loss=1.9226 kl=0.7542
  Step 02: reward=0.0000 loss=1.0371 kl=0.2349
  Step 03: reward=-0.0000 loss=0.7507 kl=0.1848
  Step 04: reward=-0.0000 loss=1.7447 kl=1.2206
  Step 05: reward=0.0000 loss=0.5915 kl=-0.0555
  Step 06: reward=-0.0000 loss=2.1417 kl=0.0916
  Step 07: reward=-0.0000 loss=0.6469 kl=0.2960
  Step 08: reward=-0.0000 loss=1.0282 kl=0.6984
  Step 09: reward=0.0000 loss=1.5493 kl=0.1361
  Step 10: reward=0.0000 loss=1.2706 kl=0.7191
  Step 11: reward=0.0000 loss=1.1987 kl=0.1484
  Step 12: reward=-0.0000 loss=0.9583 kl=0.0354
  Step 13: reward=0.0000 loss=0.9175 kl=0.0414
  Step 14: reward=0.0000 loss=0.4790 kl=0.2252
  Step 15: reward=0.0000 loss=55.2267 kl=-0.0875
  Step 16: reward=-0.0000 loss=0.7786 kl=0.2987
  Step 17: reward=0.0000 loss=2.4841 kl=0.3569
  Step 18: reward=0.0000 loss=3.6030 kl=-0.2144
  Step 19: reward=0.0000 loss=0.8284 kl=0.1146
  Step 20: reward=0.0000 loss=1.9779 kl=-0.3890
  Step 21: reward=-0.0000 loss=1.2332 kl=-0.2631
  Step 22: reward=-0.0000 loss=3.1227 kl=1.1548
  Step 23: reward=0.0013 loss=0.8987 kl=-0.1308
  Step 24: reward=-0.0000 loss=0.9278 kl=-0.1657
  Step 25: reward=0.0000 loss=1.0138 kl=0.6249
  Step 26: reward=0.0000 loss=1.1040 kl=0.4807
  Step 27: reward=-0.0000 loss=0.9411 kl=-0.2826
  Step 28: reward=0.0000 loss=3.6835 kl=1.5679
  Step 29: reward=0.0000 loss=0.5389 kl=0.1016
  Step 30: reward=0.0000 loss=5.6493 kl=-0.2362
  Step 31: reward=-0.0000 loss=1.3153 kl=0.3012
  Step 32: reward=-0.0000 loss=2.0221 kl=0.3698
  Step 33: reward=-0.0000 loss=1.5773 kl=0.9794
  Step 34: reward=0.0000 loss=2.2006 kl=0.7861
  Step 35: reward=0.0000 loss=24.8689 kl=-0.5160
  Step 36: reward=-0.0000 loss=0.7474 kl=0.1644
  Step 37: reward=0.0000 loss=1.4280 kl=0.6353
  Step 38: reward=0.0000 loss=1.0746 kl=0.5793
  Step 39: reward=-0.0000 loss=0.9159 kl=0.3983
  Step 40: reward=0.0194 loss=1.0558 kl=0.6395
  Step 41: reward=-0.0000 loss=1.0367 kl=0.4093
  Step 42: reward=-0.0000 loss=0.9073 kl=0.2172
  Step 43: reward=-0.0000 loss=2.4728 kl=0.3570
  Step 44: reward=0.0000 loss=1.4781 kl=-0.4654
  Step 45: reward=-0.0000 loss=0.7702 kl=0.0207
  Step 46: reward=0.0000 loss=4.8701 kl=0.7254
  Step 47: reward=-0.0000 loss=2.8452 kl=0.7303
  Step 48: reward=-0.0000 loss=12.4247 kl=-0.1177
  Step 49: reward=0.0000 loss=7.6091 kl=-0.0105
  Step 50: reward=0.0000 loss=1.2550 kl=-0.1417
  Eval reward=0.6149 toxicity=0.1003
Epoch 7/10
  Step 01: reward=0.0000 loss=1.2604 kl=0.8811
  Step 02: reward=-0.0000 loss=1.1289 kl=0.5940
  Step 03: reward=0.0000 loss=1.1679 kl=0.1414
  Step 04: reward=0.0000 loss=0.8320 kl=-0.2484
  Step 05: reward=0.0000 loss=0.9968 kl=-0.1043
  Step 06: reward=-0.0000 loss=0.7749 kl=0.1440
  Step 07: reward=-0.0000 loss=1.8225 kl=1.8566
  Step 08: reward=-0.0000 loss=0.8299 kl=0.3215
  Step 09: reward=-0.0000 loss=0.8867 kl=0.0783
  Step 10: reward=-0.0000 loss=0.7973 kl=0.2138
  Step 11: reward=-0.0000 loss=0.9989 kl=-0.5448
  Step 12: reward=0.0000 loss=1.3191 kl=0.7532
  Step 13: reward=0.0000 loss=2.0571 kl=1.0822
  Step 14: reward=0.0000 loss=1.1698 kl=0.6318
  Step 15: reward=0.0000 loss=0.3575 kl=0.1235
  Step 16: reward=0.0000 loss=74.3799 kl=-0.3055
  Step 17: reward=0.0000 loss=2.6935 kl=0.2106
  Step 18: reward=0.0000 loss=1.4684 kl=0.9759
  Step 19: reward=0.0023 loss=0.9802 kl=-0.1333
  Step 20: reward=0.0000 loss=1.2390 kl=0.7783
  Step 21: reward=-0.0001 loss=1.1562 kl=0.5486
  Step 22: reward=0.0000 loss=1.0723 kl=0.4197
  Step 23: reward=0.0000 loss=1.2330 kl=-0.2225
  Step 24: reward=-0.0000 loss=5.1828 kl=0.2923
  Step 25: reward=-0.0000 loss=0.9590 kl=0.2639
  Step 26: reward=0.0000 loss=1.0749 kl=0.4794
  Step 27: reward=-0.0000 loss=2.8505 kl=1.2850
  Step 28: reward=0.0000 loss=1.4926 kl=1.0167
  Step 29: reward=-0.0000 loss=0.6097 kl=0.2001
  Step 30: reward=0.0000 loss=1.3455 kl=0.9420
  Step 31: reward=-0.0000 loss=2.1931 kl=0.1109
  Step 32: reward=-0.0000 loss=1.4501 kl=0.3792
  Step 33: reward=0.0044 loss=0.5755 kl=0.0938
  Step 34: reward=0.0000 loss=1.0495 kl=0.3380
  Step 35: reward=-0.0000 loss=0.7554 kl=-0.2986
  Step 36: reward=-0.0000 loss=1.5062 kl=-0.2732
  Step 37: reward=0.0000 loss=1.3680 kl=0.1740
  Step 38: reward=-0.0000 loss=2.2297 kl=1.0004
  Step 39: reward=0.0000 loss=2.4480 kl=-0.1168
  Step 40: reward=0.0000 loss=1.0741 kl=0.4191
  Step 41: reward=0.0000 loss=1.1534 kl=-0.2149
  Step 42: reward=-0.0000 loss=6.4876 kl=-0.5736
  Step 43: reward=0.0000 loss=8.1238 kl=-0.5657
  Step 44: reward=0.0000 loss=3.3445 kl=0.1088
  Step 45: reward=-0.0000 loss=0.6029 kl=0.0833
  Step 46: reward=-0.0000 loss=0.8497 kl=0.1066
  Step 47: reward=-0.0000 loss=1.0412 kl=0.4627
  Step 48: reward=0.0000 loss=1.8845 kl=1.6289
  Step 49: reward=0.0000 loss=0.9442 kl=-0.3625
  Step 50: reward=0.0000 loss=0.8192 kl=0.2466
  Eval reward=0.6108 toxicity=0.1072
Epoch 8/10
  Step 01: reward=0.0000 loss=1.1343 kl=0.3824
  Step 02: reward=-0.0000 loss=0.8202 kl=0.2664
  Step 03: reward=0.0000 loss=1.2274 kl=0.5551
  Step 04: reward=0.0000 loss=1.2595 kl=0.8076
  Step 05: reward=-0.0000 loss=1.8590 kl=0.1577
  Step 06: reward=0.0000 loss=2.0346 kl=1.0376
  Step 07: reward=0.0018 loss=1.7731 kl=0.8576
  Step 08: reward=0.0000 loss=1.0811 kl=0.4784
  Step 09: reward=-0.0000 loss=1.6206 kl=-0.2706
  Step 10: reward=-0.0000 loss=0.9015 kl=0.4183
  Step 11: reward=-0.0000 loss=1.8367 kl=0.0669
  Step 12: reward=0.0000 loss=1.2544 kl=0.4548
  Step 13: reward=0.0000 loss=0.7169 kl=0.0032
  Step 14: reward=0.0052 loss=1.2474 kl=0.9270
  Step 15: reward=0.0000 loss=0.6481 kl=0.1372
  Step 16: reward=-0.0000 loss=1.1444 kl=0.5273
  Step 17: reward=0.0000 loss=1.1347 kl=0.1200
  Step 18: reward=0.0000 loss=0.6645 kl=-0.0797
  Step 19: reward=0.0000 loss=0.6594 kl=0.1460
  Step 20: reward=0.0000 loss=1.0387 kl=0.5479
  Step 21: reward=-0.0000 loss=1.4431 kl=0.3772
  Step 22: reward=-0.0000 loss=0.9165 kl=0.0034
  Step 23: reward=0.0000 loss=1.6239 kl=0.2392
  Step 24: reward=-0.0000 loss=1.0334 kl=0.5979
  Step 25: reward=0.0000 loss=2.6653 kl=1.2919
  Step 26: reward=-0.0000 loss=0.8829 kl=0.3390
  Step 27: reward=-0.0000 loss=4.6307 kl=-0.3100
  Step 28: reward=-0.0000 loss=0.6058 kl=0.0235
  Step 29: reward=0.0000 loss=1.0324 kl=0.1287
  Step 30: reward=-0.0000 loss=1.8772 kl=-0.2120
  Step 31: reward=0.0231 loss=0.6028 kl=0.1061
  Step 32: reward=-0.0000 loss=1.5665 kl=-0.0374
  Step 33: reward=0.0000 loss=6.7629 kl=0.3339
  Step 34: reward=-0.0000 loss=1.3647 kl=-0.3938
  Step 35: reward=0.0000 loss=0.5918 kl=0.1485
  Step 36: reward=0.0000 loss=3.9546 kl=0.0549
  Step 37: reward=-0.0000 loss=1.0404 kl=0.2770
  Step 38: reward=0.0000 loss=0.9843 kl=0.7704
  Step 39: reward=-0.0000 loss=1.3408 kl=1.2269
  Step 40: reward=-0.0000 loss=2.3097 kl=-0.1748
  Step 41: reward=-0.0000 loss=11.1733 kl=-0.3394
  Step 42: reward=-0.0000 loss=0.5023 kl=0.0376
  Step 43: reward=-0.0000 loss=1.4845 kl=0.7458
  Step 44: reward=-0.0000 loss=1.6247 kl=0.2445
  Step 45: reward=0.0000 loss=0.9472 kl=0.1610
  Step 46: reward=0.0000 loss=0.6823 kl=0.2224
  Step 47: reward=-0.0000 loss=0.9396 kl=-0.0182
  Step 48: reward=0.0000 loss=11.2313 kl=-0.2464
  Step 49: reward=-0.0000 loss=0.9791 kl=0.6283
  Step 50: reward=-0.0000 loss=0.6632 kl=0.3203
  Eval reward=0.6127 toxicity=0.1023
Epoch 9/10
  Step 01: reward=-0.0000 loss=0.7501 kl=-0.5281
  Step 02: reward=0.0012 loss=1.0086 kl=0.8509
  Step 03: reward=-0.0000 loss=2.3306 kl=-0.6446
  Step 04: reward=-0.0000 loss=1.7145 kl=-0.2668
  Step 05: reward=0.0000 loss=0.6362 kl=0.1322
  Step 06: reward=-0.0000 loss=1.7780 kl=1.6929
  Step 07: reward=0.0000 loss=3.5557 kl=-0.0187
  Step 08: reward=0.0000 loss=0.8263 kl=0.2988
  Step 09: reward=-0.0000 loss=1.0893 kl=-0.2565
  Step 10: reward=0.0000 loss=0.9712 kl=0.5903
  Step 11: reward=-0.0000 loss=0.9826 kl=-0.4386
  Step 12: reward=0.0000 loss=1.3646 kl=-0.2247
  Step 13: reward=-0.0000 loss=0.5338 kl=-0.1355
  Step 14: reward=0.0000 loss=1.0613 kl=-0.0739
