Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/blenderbot/final_model
  Step 10: reward=-0.0120 loss=1.4908 kl=0.8327
  Step 11: reward=-0.0000 loss=1.6553 kl=0.6144
  Step 12: reward=0.0000 loss=1.2666 kl=0.7291
  Step 13: reward=-0.0085 loss=17469184.0000 kl=-0.5345
  Step 14: reward=-0.0325 loss=4308.2905 kl=-1.4919
  Step 15: reward=-0.0000 loss=75875.1016 kl=-1.0658
  Step 16: reward=0.0000 loss=2.4754 kl=-0.5059
  Step 17: reward=0.0000 loss=1.9282 kl=-0.7371
  Step 18: reward=0.0000 loss=742.8313 kl=-0.3555
  Step 19: reward=0.0000 loss=5.5358 kl=1.8497
  Step 20: reward=-0.0005 loss=2.8685 kl=-0.0882
  Step 21: reward=0.0000 loss=1.3341 kl=0.5438
  Step 22: reward=-0.0040 loss=0.5432 kl=0.1903
  Step 23: reward=-0.0163 loss=0.9773 kl=0.6009
  Step 24: reward=0.0011 loss=1.4048 kl=0.8191
  Step 25: reward=0.0000 loss=6.6961 kl=5.4937
  Step 26: reward=0.0115 loss=1.3301 kl=0.5550
  Step 27: reward=-0.0000 loss=1.5431 kl=0.3949
  Step 28: reward=-0.0000 loss=1.5482 kl=0.3878
  Step 29: reward=-0.0058 loss=0.8042 kl=0.1219
  Step 30: reward=0.0000 loss=19553.6855 kl=-1.7365
  Step 31: reward=-0.0074 loss=11389.1143 kl=-0.9624
  Step 32: reward=0.0000 loss=0.8788 kl=-0.1767
  Step 33: reward=0.0000 loss=928104.8750 kl=-3.4129
  Step 34: reward=-0.0104 loss=182.2214 kl=-0.1884
  Step 35: reward=-0.0000 loss=2.2567 kl=-0.3786
  Step 36: reward=0.0000 loss=1.9100 kl=-0.1979
  Step 37: reward=-0.0283 loss=2.5089 kl=-0.2295
  Step 38: reward=0.0000 loss=5.8154 kl=-0.5555
  Step 39: reward=-0.0264 loss=98.9035 kl=0.7302
  Step 40: reward=-0.0037 loss=0.7047 kl=0.0188
  Step 41: reward=-0.0023 loss=1.6556 kl=0.2132
  Step 42: reward=-0.0000 loss=35.0936 kl=-0.1332
  Step 43: reward=-0.0031 loss=7.1763 kl=0.9869
  Step 44: reward=-0.0094 loss=1.3613 kl=0.3080
  Step 45: reward=-0.0093 loss=2.5078 kl=1.6729
  Step 46: reward=-0.0078 loss=119.7042 kl=1.4503
  Step 47: reward=0.0000 loss=2.9013 kl=2.4163
  Step 48: reward=-0.0008 loss=2.7367 kl=1.3614
  Step 49: reward=0.0000 loss=4.7269 kl=1.5765
  Step 50: reward=-0.0029 loss=1.1969 kl=0.6831
  Eval reward=0.5739 toxicity=0.0943
Epoch 3/10
  Step 01: reward=-0.0049 loss=2.4992 kl=1.9845
  Step 02: reward=-0.0039 loss=2.5006 kl=1.7993
  Step 03: reward=0.0000 loss=4.0974 kl=0.7452
  Step 04: reward=-0.0138 loss=0.2799 kl=0.0511
  Step 05: reward=-0.0042 loss=1.0384 kl=-0.0284
  Step 06: reward=-0.0171 loss=1.1105 kl=0.6629
  Step 07: reward=-0.0100 loss=0.9107 kl=0.0019
  Step 08: reward=0.0000 loss=1.8575 kl=0.3437
  Step 09: reward=-0.0208 loss=1.1135 kl=-0.2019
  Step 10: reward=0.0000 loss=1.2885 kl=-0.4164
  Step 11: reward=-0.0000 loss=10432.3154 kl=-0.8960
  Step 12: reward=-0.0097 loss=1.8454 kl=-0.9282
  Step 13: reward=-0.0000 loss=1.2208 kl=0.4360
  Step 14: reward=-0.0080 loss=1.2198 kl=-0.2100
  Step 15: reward=0.0000 loss=54.0410 kl=-0.6454
  Step 16: reward=-0.0000 loss=1.2975 kl=0.3385
  Step 17: reward=0.0149 loss=4.1175 kl=-0.7152
  Step 18: reward=0.0000 loss=1.1671 kl=-0.8589
  Step 19: reward=0.0167 loss=18.7982 kl=-0.6609
  Step 20: reward=-0.0009 loss=30.9429 kl=-1.9243
  Step 21: reward=-0.0000 loss=1.5749 kl=1.0699
  Step 22: reward=-0.0004 loss=1.0312 kl=0.4788
  Step 23: reward=0.0000 loss=1.1115 kl=0.0569
  Step 24: reward=-0.0094 loss=0.7145 kl=-0.2682
  Step 25: reward=-0.0186 loss=1.6641 kl=0.5433
  Step 26: reward=-0.0112 loss=2232883.0000 kl=-0.9334
  Step 27: reward=-0.0000 loss=467048.6250 kl=-0.9406
  Step 28: reward=-0.0048 loss=0.9821 kl=0.5133
  Step 29: reward=-0.0045 loss=10.2861 kl=-0.5056
  Step 30: reward=-0.0031 loss=1.0479 kl=-0.1009
  Step 31: reward=-0.0000 loss=0.7216 kl=0.3258
  Step 32: reward=-0.0151 loss=167511.6719 kl=-1.7225
  Step 33: reward=-0.0078 loss=0.8494 kl=-0.0969
  Step 34: reward=-0.0258 loss=3.2875 kl=0.3297
  Step 35: reward=-0.0000 loss=1.3747 kl=0.5343
  Step 36: reward=-0.0163 loss=3.1431 kl=0.2457
  Step 37: reward=-0.0030 loss=1.3265 kl=-0.1171
  Step 38: reward=-0.0000 loss=1.9189 kl=1.2748
  Step 39: reward=0.0000 loss=23.9721 kl=-0.4230
  Step 40: reward=-0.0197 loss=1.9958 kl=-0.2494
  Step 41: reward=-0.0033 loss=3.2218 kl=2.0154
  Step 42: reward=-0.0099 loss=1.7000 kl=0.8544
  Step 43: reward=0.0000 loss=1.5305 kl=0.8253
  Step 44: reward=-0.0016 loss=1.3773 kl=1.0113
  Step 45: reward=0.0000 loss=1.0808 kl=0.4359
  Step 46: reward=0.0000 loss=1.3920 kl=0.8746
  Step 47: reward=-0.0163 loss=2.7009 kl=2.1702
  Step 48: reward=0.0000 loss=2.2472 kl=0.7604
  Step 49: reward=-0.0000 loss=1.9883 kl=-0.4358
  Step 50: reward=-0.0026 loss=1.0353 kl=0.6151
  Eval reward=0.5798 toxicity=0.0805
Epoch 4/10
  Step 01: reward=-0.0000 loss=157503.1094 kl=-1.0161
  Step 02: reward=0.0000 loss=1.4091 kl=0.1961
  Step 03: reward=-0.0000 loss=53.4528 kl=-0.0706
  Step 04: reward=-0.0092 loss=1.5437 kl=0.9641
  Step 05: reward=-0.0007 loss=171.6319 kl=-0.4660
  Step 06: reward=-0.0000 loss=2.1971 kl=0.3836
  Step 07: reward=-0.0000 loss=2.6062 kl=-0.6434
  Step 08: reward=-0.0118 loss=7.1722 kl=-0.5791
  Step 09: reward=0.0000 loss=1.0952 kl=0.5028
  Step 10: reward=-0.0168 loss=2081220480240451584.0000 kl=-4.7533
  Step 11: reward=-0.0000 loss=69.1844 kl=-0.7673
  Step 12: reward=-0.0071 loss=53.2410 kl=-1.3731
  Step 13: reward=-0.0000 loss=1.0573 kl=0.3580
  Step 14: reward=-0.0000 loss=6.5551 kl=-1.5220
  Step 15: reward=-0.0029 loss=33201581981696.0000 kl=-3.2422
  Step 16: reward=0.0000 loss=16316.8213 kl=-2.1018
  Step 17: reward=0.0088 loss=0.7880 kl=0.3402
  Step 18: reward=-0.0270 loss=3.6146 kl=-0.7957
  Step 19: reward=0.0000 loss=6115203.5000 kl=-1.7197
  Step 20: reward=-0.0144 loss=0.7455 kl=0.0249
  Step 21: reward=-0.0000 loss=1.2161 kl=0.6502
  Step 22: reward=0.0000 loss=0.8220 kl=-0.2111
  Step 23: reward=-0.0206 loss=1.0031 kl=-0.0032
  Step 24: reward=-0.0114 loss=2.7936 kl=-0.3666
  Step 25: reward=-0.0034 loss=124819324928.0000 kl=-1.8922
  Step 26: reward=-0.0000 loss=1688.6898 kl=0.6088
  Step 27: reward=-0.0035 loss=2.0247 kl=0.2490
  Step 28: reward=-0.0236 loss=0.9900 kl=0.5604
  Step 29: reward=0.0000 loss=439.1583 kl=-1.0376
  Step 30: reward=-0.0097 loss=0.7470 kl=-0.0702
  Step 31: reward=0.0141 loss=35834.8242 kl=-1.0611
  Step 32: reward=-0.0000 loss=1.0996 kl=0.6367
  Step 33: reward=-0.0246 loss=1.8624 kl=0.1309
  Step 34: reward=-0.0010 loss=0.8194 kl=0.3732
  Step 35: reward=0.0000 loss=464918.8438 kl=-0.8590
  Step 36: reward=-0.0157 loss=1.8001 kl=0.9451
  Step 37: reward=-0.0098 loss=2.3468 kl=1.8996
  Step 38: reward=-0.0079 loss=3.8535 kl=0.2969
  Step 39: reward=-0.0037 loss=6.0863 kl=4.3661
  Step 40: reward=0.0000 loss=1.5974 kl=-0.7625
  Step 41: reward=-0.0039 loss=0.7786 kl=0.2854
  Step 42: reward=0.0000 loss=2.1666 kl=-0.4195
  Step 43: reward=0.0000 loss=1.9872 kl=0.4472
  Step 44: reward=-0.0020 loss=0.5987 kl=-0.0188
  Step 45: reward=-0.0052 loss=2.7527 kl=1.8739
  Step 46: reward=-0.0001 loss=3.5295 kl=2.0249
  Step 47: reward=-0.0000 loss=1.7602 kl=0.9948
  Step 48: reward=-0.0000 loss=131.3212 kl=-0.0209
  Step 49: reward=-0.0217 loss=623.4528 kl=-0.5727
  Step 50: reward=-0.0152 loss=6.4587 kl=-0.2433
  Eval reward=0.5753 toxicity=0.0875
Epoch 5/10
  Step 01: reward=-0.0062 loss=0.9123 kl=0.2298
  Step 02: reward=-0.0192 loss=1.4429 kl=0.9674
  Step 03: reward=-0.0000 loss=1.8810 kl=-0.6233
  Step 04: reward=0.0000 loss=2.8940 kl=-0.4153
  Step 05: reward=-0.0090 loss=9.9995 kl=1.2009
  Step 06: reward=0.0000 loss=0.4041 kl=-0.0604
  Step 07: reward=-0.0120 loss=0.7805 kl=0.2194
  Step 08: reward=-0.0000 loss=1.5196 kl=0.4396
  Step 09: reward=0.0000 loss=1.3722 kl=-0.5045
  Step 10: reward=-0.0013 loss=1.0692 kl=0.6800
  Step 11: reward=-0.0000 loss=2.3592 kl=-0.2231
  Step 12: reward=-0.0092 loss=640475201536.0000 kl=-2.3667
  Step 13: reward=-0.0063 loss=0.7407 kl=-0.0072
  Step 14: reward=-0.0054 loss=54493.7812 kl=-1.2020
  Step 15: reward=-0.0248 loss=0.7448 kl=0.2681
  Step 16: reward=0.0000 loss=1.1075 kl=-0.0358
  Step 17: reward=0.0000 loss=0.9871 kl=0.4454
  Step 18: reward=-0.0000 loss=549348800.0000 kl=-1.5219
  Step 19: reward=-0.0000 loss=1.3992 kl=-0.2037
  Step 20: reward=0.0000 loss=22.2999 kl=-2.2275
  Step 21: reward=-0.0000 loss=1.8871 kl=0.2047
  Step 22: reward=-0.0086 loss=1.2605 kl=0.3665
  Step 23: reward=-0.0112 loss=0.5530 kl=0.0843
  Step 24: reward=-0.0111 loss=37.3382 kl=0.0530
  Step 25: reward=0.0019 loss=1.8107 kl=-0.1681
  Step 26: reward=-0.0258 loss=354643.3750 kl=-1.0265
  Step 27: reward=-0.0103 loss=1.7183 kl=1.2637
  Step 28: reward=0.0000 loss=0.9886 kl=0.2124
  Step 29: reward=-0.0181 loss=0.9288 kl=-0.2398
  Step 30: reward=-0.0000 loss=588.8726 kl=-1.0606
  Step 31: reward=0.0000 loss=1926.7908 kl=-0.7759
  Step 32: reward=-0.0059 loss=1.0299 kl=0.6132
  Step 33: reward=-0.0023 loss=0.9247 kl=-0.1779
  Step 34: reward=0.0000 loss=1.2763 kl=0.5695
  Step 35: reward=-0.0074 loss=3.7678 kl=1.5556
  Step 36: reward=-0.0095 loss=1.1636 kl=-0.1789
  Step 37: reward=-0.0089 loss=14.1866 kl=-0.5958
  Step 38: reward=-0.0000 loss=11.0185 kl=-0.2570
  Step 39: reward=0.0000 loss=80.1315 kl=-1.0743
  Step 40: reward=-0.0000 loss=0.4947 kl=-0.0083
  Step 41: reward=-0.0012 loss=1.0774 kl=0.5568
  Step 42: reward=-0.0000 loss=43744.8672 kl=-1.1273
  Step 43: reward=-0.0000 loss=5.1602 kl=4.5014
  Step 44: reward=-0.0252 loss=1.9410 kl=1.3318
  Step 45: reward=-0.0000 loss=2.1020 kl=1.4554
  Step 46: reward=-0.0248 loss=0.8284 kl=0.3641
  Step 47: reward=-0.0001 loss=10.7317 kl=-0.4105
  Step 48: reward=-0.0017 loss=0.8723 kl=0.3133
  Step 49: reward=-0.0000 loss=1.1725 kl=-0.4777
  Step 50: reward=0.0111 loss=4.6878 kl=0.2938
  Eval reward=0.5766 toxicity=0.0799
Epoch 6/10
  Step 01: reward=-0.0202 loss=1.6092 kl=1.1531
  Step 02: reward=-0.0048 loss=0.9486 kl=-0.1824
  Step 03: reward=-0.0187 loss=1.2638 kl=-0.0999
  Step 04: reward=-0.0000 loss=1.2129 kl=-0.2101
  Step 05: reward=-0.0201 loss=8.3014 kl=-3.4759
  Step 06: reward=-0.0000 loss=1.0564 kl=-0.6980
  Step 07: reward=0.0000 loss=1.7861 kl=0.6781
  Step 08: reward=-0.0076 loss=90.2417 kl=-0.4278
  Step 09: reward=-0.0034 loss=1.4443 kl=0.0670
  Step 10: reward=-0.0075 loss=1.1462 kl=0.2082
  Step 11: reward=-0.0112 loss=16.8059 kl=-0.9339
  Step 12: reward=0.0000 loss=1.2663 kl=0.7361
  Step 13: reward=-0.0021 loss=2.0401 kl=0.5230
  Step 14: reward=-0.0134 loss=71728.5625 kl=0.4213
  Step 15: reward=-0.0000 loss=2.4423 kl=0.1452
  Step 16: reward=-0.0000 loss=1.5428 kl=-0.0873
  Step 17: reward=-0.0000 loss=1.2538 kl=0.6637
  Step 18: reward=-0.0000 loss=1.4822 kl=1.0143
  Step 19: reward=0.0000 loss=28897130496.0000 kl=1.0845
  Step 20: reward=-0.0000 loss=87.4241 kl=1.3646
  Step 21: reward=0.0000 loss=830732.8125 kl=-7.6535
  Step 22: reward=-0.0000 loss=1.5733 kl=0.4715
  Step 23: reward=-0.0125 loss=0.5499 kl=0.0782
  Step 24: reward=0.0000 loss=0.8101 kl=0.1487
  Step 25: reward=0.0000 loss=1.1241 kl=0.2308
  Step 26: reward=-0.0000 loss=4.1582 kl=0.3894
  Step 27: reward=-0.0238 loss=48.6279 kl=0.1591
  Step 28: reward=-0.0093 loss=0.7929 kl=0.2811
  Step 29: reward=-0.0000 loss=554.2593 kl=0.2705
  Step 30: reward=-0.0017 loss=0.9934 kl=0.6517
  Step 31: reward=0.0000 loss=10.1427 kl=0.2093
  Step 32: reward=-0.0118 loss=3.6536 kl=0.2076
  Step 33: reward=-0.0100 loss=0.8008 kl=0.4833
  Step 34: reward=0.0000 loss=1.8479 kl=-0.5774
  Step 35: reward=-0.0196 loss=1.2490 kl=0.2826
  Step 36: reward=-0.0217 loss=1.5998 kl=-0.0303
  Step 37: reward=-0.0020 loss=2.4205 kl=0.5505
  Step 38: reward=-0.0078 loss=0.9555 kl=0.4564
  Step 39: reward=-0.0055 loss=1.4833 kl=0.8220
  Step 40: reward=0.0000 loss=2.4305 kl=0.2760
  Step 41: reward=0.0000 loss=1.9406 kl=0.4426
  Step 42: reward=-0.0000 loss=29.9405 kl=-1.2263
  Step 43: reward=0.0000 loss=4.3309 kl=0.0828
  Step 44: reward=-0.0077 loss=5.7766 kl=0.9285
  Step 45: reward=-0.0245 loss=1.4125 kl=-0.4814
  Step 46: reward=-0.0125 loss=1.0604 kl=-0.5264
  Step 47: reward=0.0000 loss=52.5757 kl=-1.3210
  Step 48: reward=-0.0032 loss=0.6213 kl=0.2997
  Step 49: reward=-0.0071 loss=0.9580 kl=-0.2514
  Step 50: reward=0.0104 loss=312.0490 kl=-0.2716
  Eval reward=0.5806 toxicity=0.0776
Epoch 7/10
  Step 01: reward=-0.0204 loss=1.8660 kl=1.2596
  Step 02: reward=0.0191 loss=0.6909 kl=0.3612
  Step 03: reward=0.0018 loss=1.0811 kl=-0.4347
  Step 04: reward=0.0083 loss=0.8065 kl=0.0799
  Step 05: reward=-0.0122 loss=2.3654 kl=0.8511
  Step 06: reward=-0.0000 loss=6.8259 kl=3.9264
  Step 07: reward=-0.0192 loss=1.7140 kl=1.1956
  Step 08: reward=0.0000 loss=0.9821 kl=0.3766
  Step 09: reward=0.0000 loss=1.3551 kl=0.9510
  Step 10: reward=0.0000 loss=3.9937 kl=-0.5730
  Step 11: reward=-0.0168 loss=84.5737 kl=-1.1528
  Step 12: reward=-0.0073 loss=1.6989 kl=-0.9747
  Step 13: reward=-0.0068 loss=6.6159 kl=-0.2600
  Step 14: reward=-0.0046 loss=8836.2207 kl=-1.6861
  Step 15: reward=-0.0051 loss=3.1730 kl=-0.5147
  Step 16: reward=-0.0041 loss=65.8757 kl=-2.0997
  Step 17: reward=-0.0059 loss=1.5886 kl=-0.6389
  Step 18: reward=-0.0082 loss=0.9907 kl=-0.1237
  Step 19: reward=-0.0000 loss=81.5169 kl=0.2980
  Step 20: reward=-0.0000 loss=0.8438 kl=-0.0753
  Step 21: reward=-0.0044 loss=1302316.8750 kl=-1.8130
  Step 22: reward=-0.0000 loss=778.1900 kl=-2.0511
  Step 23: reward=-0.0136 loss=142.2736 kl=-0.8256
  Step 24: reward=0.0324 loss=1.1194 kl=-0.2255
  Step 25: reward=-0.0143 loss=0.5986 kl=0.2630
  Step 26: reward=-0.0011 loss=1.3739 kl=0.6493
  Step 27: reward=0.0000 loss=0.7946 kl=0.1185
  Step 28: reward=-0.0125 loss=1.9759 kl=1.2226
  Step 29: reward=0.0000 loss=3.4157 kl=1.8245
  Step 30: reward=0.0093 loss=1.7959 kl=1.1248
  Step 31: reward=0.0000 loss=3.5491 kl=0.1253
  Step 32: reward=-0.0066 loss=1.0578 kl=0.0060
  Step 33: reward=0.0000 loss=2.3777 kl=1.1444
  Step 34: reward=-0.0031 loss=1.3235 kl=0.7433
  Step 35: reward=-0.0157 loss=1.5069 kl=-0.3099
  Step 36: reward=-0.0134 loss=1.3479 kl=0.6186
  Step 37: reward=-0.0000 loss=3.7663 kl=3.3739
  Step 38: reward=-0.0220 loss=3.2735 kl=2.7455
  Step 39: reward=-0.0092 loss=297361.7188 kl=-0.8699
  Step 40: reward=-0.0000 loss=2.5463 kl=0.7498
  Step 41: reward=-0.0000 loss=9.2635 kl=0.0351
  Step 42: reward=-0.0000 loss=1.0360 kl=0.4492
  Step 43: reward=-0.0259 loss=1.1862 kl=-0.6413
  Step 44: reward=-0.0134 loss=0.8982 kl=0.5182
  Step 45: reward=-0.0055 loss=0.8141 kl=0.0698
  Step 46: reward=-0.0115 loss=1.3826 kl=0.4466
  Step 47: reward=0.0000 loss=1.5464 kl=-0.5663
  Step 48: reward=-0.0048 loss=0.8516 kl=-0.2050
  Step 49: reward=-0.0139 loss=13.1890 kl=-0.7655
  Step 50: reward=0.0000 loss=73.0859 kl=-1.4656
  Eval reward=0.5849 toxicity=0.0674
Epoch 8/10
  Step 01: reward=-0.0058 loss=10.0556 kl=-0.9058
  Step 02: reward=-0.0036 loss=4.2911 kl=-1.0897
  Step 03: reward=-0.0046 loss=0.7982 kl=-0.1827
  Step 04: reward=0.0000 loss=1.8902 kl=-0.0779
  Step 05: reward=-0.0000 loss=3.5620 kl=-0.0424
  Step 06: reward=-0.0322 loss=1.0789 kl=-0.1526
  Step 07: reward=-0.0101 loss=22.5305 kl=-0.7906
  Step 08: reward=-0.0104 loss=5.4809 kl=-0.1649
  Step 09: reward=0.0000 loss=4.8830 kl=0.7369
  Step 10: reward=0.0000 loss=0.7911 kl=0.1672
  Step 11: reward=0.0000 loss=10.1505 kl=-0.1200
  Step 12: reward=-0.0238 loss=0.8619 kl=0.1810
  Step 13: reward=0.0000 loss=5.2518 kl=-1.4294
  Step 14: reward=-0.0077 loss=7.5036 kl=0.3686
  Step 15: reward=-0.0044 loss=1.2712 kl=-0.1040
  Step 16: reward=-0.0153 loss=2.0977 kl=-0.3258
  Step 17: reward=-0.0000 loss=1.5903 kl=1.0788
  Step 18: reward=-0.0158 loss=1.3714 kl=0.9192
  Step 19: reward=0.0000 loss=0.6227 kl=0.0053
  Step 20: reward=0.0032 loss=101.8392 kl=-0.0983
  Step 21: reward=-0.0016 loss=0.8976 kl=0.0402
  Step 22: reward=-0.0027 loss=0.7043 kl=0.4381
  Step 23: reward=-0.0003 loss=0.7706 kl=0.3460
  Step 24: reward=-0.0260 loss=9.0335 kl=-0.9764
  Step 25: reward=-0.0029 loss=3.0769 kl=0.5383
  Step 26: reward=-0.0000 loss=1.2340 kl=0.2330
  Step 27: reward=0.0000 loss=0.4556 kl=-0.0305
  Step 28: reward=0.0000 loss=1.4344 kl=0.3485
  Step 29: reward=0.0000 loss=4466.0981 kl=-0.6242
  Step 30: reward=-0.0000 loss=1.0348 kl=0.5270
  Step 31: reward=0.0000 loss=0.9624 kl=0.3311
  Step 32: reward=0.0000 loss=0.5486 kl=0.0091
  Step 33: reward=-0.0000 loss=1.3699 kl=0.1897
  Step 34: reward=-0.0222 loss=0.8592 kl=0.2471
  Step 35: reward=-0.0021 loss=2.9838 kl=-0.6083
  Step 36: reward=0.0091 loss=1.6647 kl=-0.2122
  Step 37: reward=-0.0136 loss=2.7141 kl=-1.4904
  Step 38: reward=-0.0060 loss=3.0118 kl=-0.4577
  Step 39: reward=-0.0222 loss=1.5720 kl=-0.3203
  Step 40: reward=-0.0000 loss=163.5975 kl=-0.7302
  Step 41: reward=-0.0136 loss=15644427.0000 kl=-2.3515
  Step 42: reward=0.0000 loss=1.4939 kl=-0.4793
  Step 43: reward=-0.0233 loss=8535970.0000 kl=-0.7461
  Step 44: reward=0.0000 loss=24.1742 kl=1.9102
  Step 45: reward=-0.0000 loss=0.8257 kl=0.0211
  Step 46: reward=-0.0116 loss=1.1300 kl=-0.2574
  Step 47: reward=-0.0088 loss=1.1270 kl=0.4905
  Step 48: reward=-0.0000 loss=0.6068 kl=0.1887
  Step 49: reward=-0.0047 loss=0.7014 kl=-0.2338
  Step 50: reward=-0.0000 loss=7.0145 kl=0.7497
  Eval reward=0.5811 toxicity=0.0740
Epoch 9/10
  Step 01: reward=-0.0000 loss=0.6915 kl=-0.2717
  Step 02: reward=-0.0248 loss=5.8778 kl=1.5535
  Step 03: reward=-0.0000 loss=0.7299 kl=0.1260
  Step 04: reward=-0.0122 loss=0.6756 kl=-0.0869
  Step 05: reward=-0.0111 loss=2.8049 kl=-0.1579
