Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/bart-paraphrase/final_model
  Step 25: reward=0.0065 loss=2.7465 kl=1.2149
  Step 26: reward=-0.0000 loss=4.3394 kl=-0.3518
  Step 27: reward=0.0124 loss=1.0437 kl=-0.3504
  Step 28: reward=0.0000 loss=2.2731 kl=0.0784
  Step 29: reward=-0.0000 loss=2.1071 kl=-0.9642
  Step 30: reward=-0.0000 loss=1.7173 kl=0.0584
  Step 31: reward=-0.0000 loss=6.8347 kl=0.3873
  Step 32: reward=0.0570 loss=1.1979 kl=0.3668
  Step 33: reward=-0.0000 loss=4.8601 kl=0.3450
  Step 34: reward=0.0000 loss=3.0426 kl=0.2189
  Step 35: reward=-0.0000 loss=11.7297 kl=2.2407
  Step 36: reward=0.0000 loss=2.4021 kl=1.1621
  Step 37: reward=0.0081 loss=1.3179 kl=0.8054
  Step 38: reward=-0.0000 loss=2.6114 kl=2.0982
  Step 39: reward=0.0000 loss=0.9436 kl=0.1381
  Step 40: reward=0.0000 loss=0.8462 kl=-0.2163
  Step 41: reward=-0.0000 loss=2.0716 kl=-0.2059
  Step 42: reward=0.0000 loss=2.4756 kl=0.1143
  Step 43: reward=0.0000 loss=3.5424 kl=1.1205
  Step 44: reward=0.0124 loss=130.9832 kl=0.4185
  Step 45: reward=0.0000 loss=1.4013 kl=0.3620
  Step 46: reward=0.0000 loss=4.3929 kl=1.7950
  Step 47: reward=-0.0000 loss=1.3182 kl=0.2096
  Step 48: reward=0.0000 loss=3.1023 kl=1.0115
  Step 49: reward=0.0000 loss=2.7608 kl=1.6043
  Step 50: reward=0.0000 loss=3.8184 kl=-0.4957
  Eval reward=0.6150 toxicity=0.0814
Epoch 2/10
  Step 01: reward=-0.0000 loss=9.3851 kl=-0.1782
  Step 02: reward=0.0000 loss=3.5912 kl=1.9330
  Step 03: reward=0.0000 loss=2.1267 kl=-0.1411
  Step 04: reward=0.0000 loss=4.3584 kl=-0.7222
  Step 05: reward=0.0335 loss=2.3461 kl=-0.6299
  Step 06: reward=0.0000 loss=1.4123 kl=0.7021
  Step 07: reward=-0.0000 loss=1.8141 kl=1.0024
  Step 08: reward=0.0000 loss=7.3732 kl=-0.6452
  Step 09: reward=-0.0000 loss=14.3314 kl=0.1657
  Step 10: reward=-0.0000 loss=1.6472 kl=1.1795
  Step 11: reward=-0.0000 loss=3.3777 kl=2.7348
  Step 12: reward=0.0167 loss=6.3671 kl=0.7405
  Step 13: reward=0.0000 loss=2.9799 kl=1.2258
  Step 14: reward=0.0038 loss=3.5514 kl=-0.4753
  Step 15: reward=0.0000 loss=2.7469 kl=0.9490
  Step 16: reward=-0.0000 loss=6.7120 kl=1.7409
  Step 17: reward=0.0210 loss=1.4242 kl=0.2411
  Step 18: reward=0.0000 loss=3.2956 kl=-0.3629
  Step 19: reward=0.0000 loss=2.3114 kl=1.4214
  Step 20: reward=0.0118 loss=1.0322 kl=0.4817
  Step 21: reward=-0.0000 loss=2.4550 kl=1.6965
  Step 22: reward=-0.0000 loss=30.1891 kl=0.4859
  Step 23: reward=0.0000 loss=1.4010 kl=0.5904
  Step 24: reward=0.0066 loss=7.2916 kl=2.2020
  Step 25: reward=0.0027 loss=1.2735 kl=0.5524
  Step 26: reward=-0.0000 loss=1.7826 kl=1.1383
  Step 27: reward=0.0061 loss=2.5928 kl=2.3075
  Step 28: reward=0.0063 loss=1.9355 kl=0.6947
  Step 29: reward=-0.0000 loss=1.3342 kl=0.4152
  Step 30: reward=0.0000 loss=0.6108 kl=0.1648
  Step 31: reward=0.0033 loss=7.3395 kl=2.4217
  Step 32: reward=-0.0000 loss=5.0519 kl=0.3578
  Step 33: reward=-0.0000 loss=1.3456 kl=0.1976
  Step 34: reward=-0.0000 loss=6.1491 kl=-0.0749
  Step 35: reward=-0.0000 loss=1.4846 kl=0.9532
  Step 36: reward=0.0000 loss=2.8954 kl=1.7719
  Step 37: reward=0.0238 loss=5.1209 kl=0.7021
  Step 38: reward=-0.0000 loss=3.1851 kl=2.1458
  Step 39: reward=-0.0000 loss=2.9709 kl=1.9692
  Step 40: reward=0.0192 loss=1.9485 kl=1.0584
  Step 41: reward=0.0143 loss=2.2927 kl=1.8607
  Step 42: reward=0.0000 loss=2.6626 kl=-0.5810
  Step 43: reward=0.0000 loss=4.9910 kl=2.5684
  Step 44: reward=0.0000 loss=4.6127 kl=1.8303
  Step 45: reward=-0.0000 loss=3.0639 kl=1.9014
  Step 46: reward=-0.0000 loss=1.7193 kl=0.5065
  Step 47: reward=0.0000 loss=6.3909 kl=3.0210
  Step 48: reward=-0.0000 loss=4.1188 kl=2.3197
  Step 49: reward=0.0000 loss=2.3669 kl=1.4568
  Step 50: reward=0.0000 loss=2.1521 kl=1.3932
  Eval reward=0.6143 toxicity=0.0922
Epoch 3/10
  Step 01: reward=-0.0000 loss=1.7839 kl=1.3805
  Step 02: reward=0.0000 loss=1.2257 kl=0.7925
  Step 03: reward=-0.0000 loss=1.9152 kl=1.1820
  Step 04: reward=-0.0000 loss=2.9791 kl=2.1995
  Step 05: reward=0.0000 loss=1.4790 kl=0.3546
  Step 06: reward=0.0036 loss=3.0369 kl=0.6239
  Step 07: reward=0.0000 loss=1.8382 kl=0.9600
  Step 08: reward=0.0000 loss=4.8213 kl=1.9694
  Step 09: reward=0.0470 loss=8.7894 kl=-0.2311
  Step 10: reward=-0.0000 loss=3.5571 kl=2.7843
  Step 11: reward=0.0000 loss=3.3895 kl=2.2989
  Step 12: reward=-0.0000 loss=2.9669 kl=2.2318
  Step 13: reward=0.0000 loss=5.0212 kl=3.7380
  Step 14: reward=0.0057 loss=4.1501 kl=0.4388
  Step 15: reward=0.0000 loss=2.0127 kl=1.5720
  Step 16: reward=-0.0000 loss=1.0358 kl=0.1647
  Step 17: reward=0.0014 loss=4.1127 kl=0.3106
  Step 18: reward=0.0000 loss=2.4069 kl=0.4782
  Step 19: reward=-0.0000 loss=1.4707 kl=0.8700
  Step 20: reward=0.0000 loss=1.4420 kl=0.6034
  Step 21: reward=-0.0000 loss=1.8935 kl=1.1400
  Step 22: reward=-0.0000 loss=4.0156 kl=3.5206
  Step 23: reward=0.0134 loss=0.6235 kl=-0.0058
  Step 24: reward=0.0000 loss=4.5676 kl=1.7275
  Step 25: reward=-0.0000 loss=5.5796 kl=3.2084
  Step 26: reward=-0.0000 loss=2.3220 kl=0.1158
  Step 27: reward=0.0000 loss=3.1768 kl=2.4759
  Step 28: reward=-0.0000 loss=1.9734 kl=0.9267
  Step 29: reward=0.0000 loss=1.5138 kl=0.3413
  Step 30: reward=-0.0000 loss=2.3218 kl=1.1779
  Step 31: reward=0.0000 loss=5.7792 kl=4.4987
  Step 32: reward=0.0000 loss=1.4588 kl=0.7880
  Step 33: reward=-0.0000 loss=1.5564 kl=0.9156
  Step 34: reward=-0.0000 loss=2.6157 kl=1.9162
  Step 35: reward=-0.0000 loss=2.2025 kl=0.2190
  Step 36: reward=-0.0000 loss=2.6653 kl=2.1183
  Step 37: reward=-0.0000 loss=1.8044 kl=1.0021
  Step 38: reward=0.0110 loss=2.3666 kl=1.8640
  Step 39: reward=0.0123 loss=1.8190 kl=1.0970
  Step 40: reward=0.0000 loss=3.5952 kl=1.2900
  Step 41: reward=-0.0000 loss=2.4746 kl=1.9526
  Step 42: reward=0.0115 loss=2.8879 kl=1.2091
  Step 43: reward=0.0000 loss=4.0350 kl=3.7698
  Step 44: reward=0.0000 loss=32.3704 kl=1.4255
  Step 45: reward=-0.0000 loss=2.0479 kl=1.5222
  Step 46: reward=-0.0000 loss=1.6288 kl=0.9356
  Step 47: reward=-0.0000 loss=1.2294 kl=0.7309
  Step 48: reward=0.0000 loss=10.5364 kl=9.9393
  Step 49: reward=-0.0000 loss=1.8062 kl=0.8789
  Step 50: reward=0.0110 loss=4.0657 kl=2.3832
  Eval reward=0.6142 toxicity=0.0931
Epoch 4/10
  Step 01: reward=0.0000 loss=5.6410 kl=4.3820
  Step 02: reward=-0.0000 loss=5.7892 kl=2.2266
  Step 03: reward=-0.0000 loss=2.5371 kl=2.1297
  Step 04: reward=0.0000 loss=0.9779 kl=0.2745
  Step 05: reward=0.0000 loss=3.9641 kl=3.1737
  Step 06: reward=-0.0000 loss=1.6561 kl=0.5907
  Step 07: reward=-0.0000 loss=3.3896 kl=1.4458
  Step 08: reward=0.0000 loss=3.6666 kl=3.1469
  Step 09: reward=-0.0000 loss=2.2870 kl=1.1429
  Step 10: reward=-0.0000 loss=2.1153 kl=1.1142
  Step 11: reward=-0.0000 loss=3.0527 kl=0.4233
  Step 12: reward=0.0000 loss=2.8499 kl=0.9809
  Step 13: reward=0.0000 loss=1.0766 kl=0.6177
  Step 14: reward=-0.0000 loss=2.7270 kl=1.9765
  Step 15: reward=0.0281 loss=0.7570 kl=0.3491
  Step 16: reward=0.0110 loss=2.2856 kl=1.3887
  Step 17: reward=-0.0000 loss=2.2072 kl=1.8436
  Step 18: reward=0.0000 loss=4.3223 kl=3.3520
  Step 19: reward=-0.0000 loss=1.6565 kl=1.2596
  Step 20: reward=-0.0000 loss=2.7534 kl=0.6251
  Step 21: reward=0.0190 loss=0.5859 kl=-0.0315
  Step 22: reward=-0.0000 loss=2.4076 kl=0.6388
  Step 23: reward=0.0000 loss=1.1779 kl=0.4898
  Step 24: reward=-0.0000 loss=0.8518 kl=0.2264
  Step 25: reward=0.0047 loss=2.2015 kl=1.1440
  Step 26: reward=0.0000 loss=1.5119 kl=0.9003
  Step 27: reward=0.0000 loss=2.2667 kl=1.7054
  Step 28: reward=-0.0000 loss=1.6030 kl=1.0309
  Step 29: reward=-0.0000 loss=3.3513 kl=2.7392
  Step 30: reward=-0.0000 loss=1.7657 kl=1.2009
  Step 31: reward=0.0000 loss=6.1485 kl=0.9745
  Step 32: reward=-0.0000 loss=2.3007 kl=1.6575
  Step 33: reward=0.0000 loss=2.2180 kl=1.5796
  Step 34: reward=-0.0000 loss=0.7245 kl=-0.0675
  Step 35: reward=-0.0000 loss=1.6698 kl=0.8875
  Step 36: reward=-0.0000 loss=1.7861 kl=0.9073
  Step 37: reward=0.0000 loss=1.8753 kl=0.8534
  Step 38: reward=0.0000 loss=2.2082 kl=1.3019
  Step 39: reward=0.0000 loss=1.3723 kl=0.6682
  Step 40: reward=-0.0000 loss=0.8351 kl=0.2565
  Step 41: reward=-0.0000 loss=1.7580 kl=1.1257
  Step 42: reward=0.0000 loss=1.3404 kl=0.3217
  Step 43: reward=0.0000 loss=1.5250 kl=0.7362
  Step 44: reward=0.0000 loss=1.3679 kl=0.3117
  Step 45: reward=-0.0000 loss=3.5443 kl=0.6533
  Step 46: reward=0.0000 loss=1.8390 kl=0.2652
  Step 47: reward=0.0000 loss=2.6422 kl=1.8481
  Step 48: reward=0.0000 loss=2.7532 kl=1.5586
  Step 49: reward=0.0000 loss=0.6193 kl=-0.1249
  Step 50: reward=0.0000 loss=2.1983 kl=0.7678
  Eval reward=0.6184 toxicity=0.0981
Epoch 5/10
  Step 01: reward=0.0000 loss=1.9918 kl=1.1551
  Step 02: reward=-0.0000 loss=1.1998 kl=0.6737
  Step 03: reward=0.0000 loss=4.0227 kl=-0.2744
  Step 04: reward=0.0000 loss=1.3855 kl=0.6483
  Step 05: reward=0.0000 loss=1.5910 kl=0.5285
  Step 06: reward=0.0000 loss=2.8920 kl=1.8709
  Step 07: reward=0.0000 loss=2.3792 kl=1.7395
  Step 08: reward=0.0000 loss=7.7614 kl=0.3433
  Step 09: reward=0.0000 loss=1.3058 kl=0.4658
  Step 10: reward=0.0000 loss=1.6286 kl=0.6830
  Step 11: reward=-0.0000 loss=24.0311 kl=-0.4240
  Step 12: reward=-0.0000 loss=11365.9365 kl=-0.6377
  Step 13: reward=0.0180 loss=2.0175 kl=0.9860
  Step 14: reward=-0.0000 loss=1.4936 kl=0.9158
  Step 15: reward=0.0000 loss=11.3657 kl=-0.3998
  Step 16: reward=-0.0000 loss=2.9834 kl=1.5926
  Step 17: reward=-0.0000 loss=2.1887 kl=0.2909
  Step 18: reward=0.0000 loss=15.2743 kl=0.6348
  Step 19: reward=0.0000 loss=1.9601 kl=1.5351
  Step 20: reward=-0.0000 loss=2.5992 kl=0.8092
  Step 21: reward=0.0000 loss=1.9040 kl=1.4621
  Step 22: reward=0.0000 loss=3.0909 kl=1.2067
  Step 23: reward=-0.0000 loss=1.4483 kl=0.4407
  Step 24: reward=0.0000 loss=544.7539 kl=-0.7537
  Step 25: reward=0.0000 loss=0.9800 kl=0.6333
  Step 26: reward=-0.0000 loss=1.1289 kl=0.1924
  Step 27: reward=0.0000 loss=2.5454 kl=0.9391
  Step 28: reward=-0.0000 loss=7.5249 kl=0.7240
  Step 29: reward=-0.0015 loss=1.5553 kl=0.8918
  Step 30: reward=0.0000 loss=2.1978 kl=0.5423
  Step 31: reward=0.0000 loss=1.9007 kl=0.9024
  Step 32: reward=0.0000 loss=1.2757 kl=0.0996
  Step 33: reward=0.0000 loss=3.4797 kl=2.6233
  Step 34: reward=0.0000 loss=2.9328 kl=-0.2207
  Step 35: reward=0.0036 loss=2.5219 kl=0.8625
  Step 36: reward=0.0000 loss=1.5000 kl=0.8959
  Step 37: reward=0.0000 loss=3.4539 kl=-0.2990
  Step 38: reward=0.0000 loss=1.2320 kl=0.3394
  Step 39: reward=-0.0000 loss=2.0834 kl=1.0871
  Step 40: reward=0.0000 loss=3.1235 kl=1.2596
  Step 41: reward=0.0000 loss=1.9900 kl=1.4623
  Step 42: reward=0.0000 loss=2.4537 kl=1.4710
  Step 43: reward=0.0000 loss=1.8846 kl=0.0739
  Step 44: reward=0.0041 loss=1.7851 kl=1.2730
  Step 45: reward=0.0000 loss=2.7661 kl=0.0058
  Step 46: reward=-0.0000 loss=1.6207 kl=0.7981
  Step 47: reward=-0.0000 loss=2.5503 kl=1.5870
  Step 48: reward=-0.0000 loss=1.7932 kl=1.1020
  Step 49: reward=0.0000 loss=0.8947 kl=0.2992
  Step 50: reward=0.0000 loss=0.9888 kl=0.3111
  Eval reward=0.6200 toxicity=0.0895
Epoch 6/10
  Step 01: reward=-0.0000 loss=2.0291 kl=1.1840
  Step 02: reward=-0.0000 loss=1.1347 kl=0.3634
  Step 03: reward=0.0000 loss=2.1902 kl=0.9629
  Step 04: reward=0.0000 loss=3.9561 kl=1.1644
  Step 05: reward=0.0000 loss=2.1253 kl=1.2541
  Step 06: reward=0.0000 loss=1.3569 kl=0.6431
  Step 07: reward=0.0000 loss=0.9961 kl=0.4641
  Step 08: reward=-0.0000 loss=1.1114 kl=0.5891
  Step 09: reward=-0.0000 loss=1.4605 kl=-0.0305
  Step 10: reward=0.0010 loss=1.1802 kl=0.5913
  Step 11: reward=0.0091 loss=0.9370 kl=-0.1075
  Step 12: reward=0.0000 loss=1.2698 kl=0.4097
  Step 13: reward=-0.0000 loss=1.0173 kl=0.0601
  Step 14: reward=0.0000 loss=1.9068 kl=0.3546
  Step 15: reward=0.0000 loss=1.7213 kl=1.2490
  Step 16: reward=0.0165 loss=1535.9119 kl=-0.8109
  Step 17: reward=0.0000 loss=0.9329 kl=0.2374
  Step 18: reward=0.0000 loss=2.8273 kl=0.3268
  Step 19: reward=-0.0000 loss=1.8426 kl=1.1554
  Step 20: reward=0.0000 loss=1.8721 kl=0.6918
  Step 21: reward=-0.0000 loss=1.5998 kl=0.9776
  Step 22: reward=0.0000 loss=2.3692 kl=1.1460
  Step 23: reward=0.0000 loss=1.3523 kl=0.8607
  Step 24: reward=0.0000 loss=1.9260 kl=0.5537
  Step 25: reward=-0.0000 loss=1.2421 kl=-0.3012
  Step 26: reward=-0.0000 loss=2.1398 kl=0.9180
  Step 27: reward=0.0000 loss=5.0509 kl=-0.1453
  Step 28: reward=-0.0000 loss=2.2098 kl=1.2793
  Step 29: reward=-0.0000 loss=1.6105 kl=1.0409
  Step 30: reward=0.0000 loss=0.7758 kl=-0.0929
  Step 31: reward=-0.0000 loss=1.1512 kl=0.4788
  Step 32: reward=-0.0000 loss=1.5259 kl=-0.0917
  Step 33: reward=0.0000 loss=0.9809 kl=0.2300
  Step 34: reward=0.0000 loss=1.0884 kl=0.4208
  Step 35: reward=0.0452 loss=1.3541 kl=0.3530
  Step 36: reward=0.0000 loss=0.7139 kl=0.4491
  Step 37: reward=0.0000 loss=219.2036 kl=-0.1465
  Step 38: reward=0.0000 loss=2.8588 kl=0.9352
  Step 39: reward=-0.0000 loss=0.8032 kl=0.1715
  Step 40: reward=-0.0000 loss=10.8956 kl=-0.6449
  Step 41: reward=-0.0000 loss=2.2330 kl=0.6567
  Step 42: reward=0.0000 loss=0.5601 kl=-0.2155
  Step 43: reward=-0.0000 loss=6.8719 kl=-0.1390
  Step 44: reward=0.0063 loss=1.1109 kl=0.4078
  Step 45: reward=0.0000 loss=0.5235 kl=-0.0181
  Step 46: reward=0.0000 loss=0.9644 kl=0.4442
  Step 47: reward=0.0000 loss=2.4466 kl=0.9603
  Step 48: reward=0.0000 loss=1.2461 kl=-0.1820
  Step 49: reward=0.0099 loss=0.8176 kl=0.1479
  Step 50: reward=0.0000 loss=0.9534 kl=0.3668
  Eval reward=0.6181 toxicity=0.0952
Epoch 7/10
  Step 01: reward=0.0000 loss=1.4376 kl=-0.1139
  Step 02: reward=-0.0000 loss=1.0474 kl=-0.1548
  Step 03: reward=0.0000 loss=2.6897 kl=1.1331
  Step 04: reward=-0.0000 loss=1.3894 kl=0.9542
  Step 05: reward=0.0000 loss=2.3460 kl=0.0879
  Step 06: reward=0.0000 loss=0.8741 kl=0.1943
  Step 07: reward=0.0000 loss=0.5650 kl=0.0125
  Step 08: reward=-0.0000 loss=1.4170 kl=0.9255
  Step 09: reward=0.0000 loss=2.3389 kl=1.5666
  Step 10: reward=0.0000 loss=0.9374 kl=0.7307
  Step 11: reward=0.0000 loss=0.9578 kl=0.2434
  Step 12: reward=-0.0000 loss=1.5803 kl=-0.5889
  Step 13: reward=-0.0000 loss=2.1697 kl=0.4733
  Step 14: reward=0.0000 loss=0.8915 kl=-0.1998
  Step 15: reward=-0.0000 loss=2.0551 kl=0.5914
  Step 16: reward=0.0000 loss=1.8321 kl=0.9732
  Step 17: reward=-0.0000 loss=2.0124 kl=0.8352
  Step 18: reward=0.0000 loss=2.1626 kl=1.6847
  Step 19: reward=0.0000 loss=1.1394 kl=0.3298
  Step 20: reward=0.0000 loss=2.8460 kl=-0.8089
  Step 21: reward=0.0000 loss=0.8233 kl=0.1686
  Step 22: reward=0.0116 loss=4.0040 kl=-0.1334
  Step 23: reward=-0.0000 loss=1.9909 kl=0.5036
  Step 24: reward=0.0000 loss=2.0667 kl=0.3688
  Step 25: reward=0.0000 loss=2.4312 kl=-0.3374
  Step 26: reward=0.0000 loss=23.4024 kl=-0.0216
  Step 27: reward=-0.0000 loss=1.5918 kl=0.0905
  Step 28: reward=0.0000 loss=0.7402 kl=0.1496
  Step 29: reward=0.0120 loss=2.4155 kl=-0.4710
  Step 30: reward=-0.0000 loss=1.2048 kl=0.5892
  Step 31: reward=-0.0000 loss=3.4655 kl=0.5839
  Step 32: reward=0.0000 loss=20.8193 kl=-0.1132
  Step 33: reward=-0.0000 loss=0.9124 kl=0.1128
  Step 34: reward=0.0000 loss=1.4600 kl=0.9268
  Step 35: reward=-0.0000 loss=2.1381 kl=0.4737
  Step 36: reward=-0.0000 loss=2.7224 kl=0.2424
  Step 37: reward=0.0004 loss=2.0275 kl=0.5968
  Step 38: reward=0.0000 loss=2.1754 kl=0.3236
  Step 39: reward=0.0000 loss=0.8314 kl=0.1024
  Step 40: reward=-0.0000 loss=315.7818 kl=-0.7945
  Step 41: reward=0.0000 loss=10.5898 kl=0.2501
  Step 42: reward=-0.0000 loss=1.0495 kl=0.1405
  Step 43: reward=0.0000 loss=2.2538 kl=-0.5980
  Step 44: reward=0.0000 loss=0.9101 kl=-0.2694
  Step 45: reward=0.0174 loss=15.7315 kl=-0.5753
  Step 46: reward=0.0000 loss=1.3274 kl=0.2653
  Step 47: reward=-0.0000 loss=1.4282 kl=-0.2259
  Step 48: reward=0.0000 loss=0.4855 kl=-0.0202
  Step 49: reward=0.0000 loss=1.3663 kl=0.1391
  Step 50: reward=0.0265 loss=1.3756 kl=0.9193
  Eval reward=0.6170 toxicity=0.0894
Epoch 8/10
  Step 01: reward=-0.0000 loss=0.9958 kl=0.3550
  Step 02: reward=-0.0000 loss=1.5816 kl=0.8440
  Step 03: reward=-0.0000 loss=2.6489 kl=1.0065
  Step 04: reward=0.0000 loss=3.2205 kl=-0.4560
  Step 05: reward=-0.0000 loss=1.5066 kl=0.1674
  Step 06: reward=0.0006 loss=1.3224 kl=-0.0926
  Step 07: reward=0.0051 loss=1.8595 kl=1.2211
  Step 08: reward=0.0000 loss=3.4227 kl=0.2379
  Step 09: reward=-0.0000 loss=1.0473 kl=0.4420
  Step 10: reward=-0.0000 loss=1.5422 kl=0.6023
  Step 11: reward=0.0075 loss=12.9480 kl=0.4521
  Step 12: reward=-0.0000 loss=1.2934 kl=0.9462
  Step 13: reward=0.0192 loss=1.5139 kl=-0.1204
  Step 14: reward=0.0000 loss=0.5947 kl=0.1533
  Step 15: reward=-0.0000 loss=1.8595 kl=1.0170
  Step 16: reward=0.0000 loss=3.3029 kl=0.4873
  Step 17: reward=-0.0000 loss=1.2943 kl=0.8802
  Step 18: reward=-0.0000 loss=23.4385 kl=-0.1826
  Step 19: reward=0.0000 loss=0.7758 kl=0.3487
  Step 20: reward=-0.0000 loss=1.1076 kl=0.0757
  Step 21: reward=0.0000 loss=0.4141 kl=0.1007
  Step 22: reward=-0.0000 loss=1.3815 kl=0.2674
  Step 23: reward=0.0000 loss=2.4932 kl=0.6742
  Step 24: reward=0.0000 loss=1.3475 kl=0.8091
  Step 25: reward=-0.0000 loss=0.6580 kl=0.2826
  Step 26: reward=-0.0022 loss=1.3540 kl=0.6136
  Step 27: reward=-0.0000 loss=1.9702 kl=1.3826
  Step 28: reward=-0.0000 loss=2.2839 kl=0.9094
  Step 29: reward=0.0000 loss=1.3602 kl=0.3667
  Step 30: reward=0.0000 loss=2.4654 kl=0.6089
  Step 31: reward=-0.0000 loss=1.6037 kl=0.9421
  Step 32: reward=0.0000 loss=3.4662 kl=-0.3270
  Step 33: reward=-0.0000 loss=1.0080 kl=0.3876
  Step 34: reward=0.0000 loss=2.0396 kl=0.2211
  Step 35: reward=0.0000 loss=2.5676 kl=1.5600
  Step 36: reward=-0.0000 loss=1.0798 kl=0.3126
  Step 37: reward=-0.0000 loss=2.4585 kl=0.1111
  Step 38: reward=-0.0000 loss=3.7897 kl=0.3401
  Step 39: reward=0.0000 loss=16.7492 kl=0.6692
  Step 40: reward=-0.0000 loss=0.7797 kl=0.2387
  Step 41: reward=-0.0000 loss=4.4698 kl=0.1186
  Step 42: reward=0.0000 loss=0.8861 kl=0.3860
  Step 43: reward=0.0000 loss=1.9594 kl=0.6419
  Step 44: reward=0.0000 loss=2.8516 kl=1.0954
  Step 45: reward=0.0000 loss=0.5582 kl=0.2017
  Step 46: reward=-0.0000 loss=0.8577 kl=0.1835
  Step 47: reward=0.0000 loss=5.4809 kl=1.2771
  Step 48: reward=-0.0000 loss=3.2971 kl=0.5589
  Step 49: reward=-0.0000 loss=2.0863 kl=-0.1136
  Step 50: reward=0.0344 loss=7.2262 kl=0.3316
  Eval reward=0.6122 toxicity=0.1010
Epoch 9/10
  Step 01: reward=-0.0000 loss=1.7782 kl=-0.4474
  Step 02: reward=0.0000 loss=1.7949 kl=0.9832
  Step 03: reward=-0.0000 loss=1.1068 kl=0.3840
  Step 04: reward=-0.0000 loss=15.4038 kl=-0.0170
  Step 05: reward=-0.0000 loss=1.9698 kl=0.8311
  Step 06: reward=0.0000 loss=1.6166 kl=0.9136
  Step 07: reward=-0.0000 loss=2.5374 kl=0.5630
  Step 08: reward=0.0000 loss=1.4562 kl=0.2309
  Step 09: reward=-0.0000 loss=2.2074 kl=1.0903
  Step 10: reward=0.0000 loss=1.5182 kl=0.7073
  Step 11: reward=-0.0000 loss=2.7406 kl=0.6556
  Step 12: reward=0.0126 loss=0.9585 kl=0.2279
  Step 13: reward=-0.0000 loss=1.4011 kl=0.7999
  Step 14: reward=0.0000 loss=2.7555 kl=0.6020
  Step 15: reward=-0.0000 loss=0.8372 kl=0.0414
