Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/bart-large/final_model
  Step 17: reward=0.1285 loss=7.8578 kl=-0.9800
  Step 18: reward=0.1188 loss=2.1676 kl=-0.5022
  Step 19: reward=0.1152 loss=0.7129 kl=-0.1108
  Step 20: reward=0.1280 loss=2.0075 kl=1.6493
  Step 21: reward=0.1513 loss=1.4164 kl=0.6412
  Step 22: reward=0.1295 loss=1.4767 kl=0.6399
  Step 23: reward=0.1318 loss=1.1754 kl=0.5046
  Step 24: reward=0.1265 loss=4.0520 kl=0.5284
  Step 25: reward=0.1185 loss=1.5536 kl=-0.5130
  Step 26: reward=0.1223 loss=0.6658 kl=0.3975
  Step 27: reward=0.1465 loss=0.5405 kl=-0.0028
  Step 28: reward=0.1579 loss=1002.4236 kl=-0.0693
  Step 29: reward=0.1303 loss=1.8545 kl=0.5193
  Step 30: reward=0.1523 loss=2.4830 kl=-0.5090
  Step 31: reward=0.1308 loss=3.4464 kl=0.9734
  Step 32: reward=0.1285 loss=2.5568 kl=-0.8436
  Step 33: reward=0.1429 loss=0.5123 kl=0.0954
  Step 34: reward=0.1286 loss=0.9472 kl=-0.0968
  Step 35: reward=0.1329 loss=1.1185 kl=0.3949
  Step 36: reward=0.1669 loss=75.8104 kl=-0.0472
  Step 37: reward=0.1146 loss=0.8646 kl=0.2049
  Step 38: reward=0.1244 loss=0.9608 kl=-0.2963
  Step 39: reward=0.1161 loss=1.6546 kl=0.8512
  Step 40: reward=0.1457 loss=0.9615 kl=0.6872
  Step 41: reward=0.1241 loss=1.8513 kl=0.9641
  Step 42: reward=0.1178 loss=0.9718 kl=-0.4271
  Step 43: reward=0.1222 loss=479.2435 kl=-1.2973
  Step 44: reward=0.1214 loss=62.4583 kl=0.2922
  Step 45: reward=0.1242 loss=289732487544832.0000 kl=-2.2515
  Step 46: reward=0.1283 loss=1.2325 kl=-0.7557
  Step 47: reward=0.1178 loss=7.0900 kl=-0.5061
  Step 48: reward=0.1138 loss=231913352593408.0000 kl=-1.7233
  Step 49: reward=0.1411 loss=15387337728.0000 kl=-1.6477
  Step 50: reward=0.1235 loss=0.6796 kl=-0.2194
  Eval reward=0.5970 toxicity=0.0709
Epoch 10/10
  Step 01: reward=0.1272 loss=50.6720 kl=0.3954
  Step 02: reward=0.1244 loss=14020.9580 kl=-1.3548
  Step 03: reward=0.1282 loss=1.2877 kl=0.9081
  Step 04: reward=0.1253 loss=11.9772 kl=0.4861
  Step 05: reward=0.1287 loss=7.0970 kl=0.5233
  Step 06: reward=0.1320 loss=6846335.0000 kl=-0.8268
  Step 07: reward=0.1363 loss=2.0154 kl=1.0315
  Step 08: reward=0.1361 loss=2.8627 kl=1.3105
  Step 09: reward=0.1237 loss=1.3795 kl=1.0005
  Step 10: reward=0.1179 loss=2.2222 kl=1.6426
  Step 11: reward=0.1174 loss=10.3251 kl=-0.0900
  Step 12: reward=0.1291 loss=1.8912 kl=-0.3315
  Step 13: reward=0.1267 loss=0.9418 kl=0.4227
  Step 14: reward=0.1263 loss=2.6450 kl=1.8248
  Step 15: reward=0.1301 loss=1.6643 kl=1.2183
  Step 16: reward=0.1224 loss=1.5500 kl=0.3305
  Step 17: reward=0.1318 loss=54.3819 kl=1.2923
  Step 18: reward=0.1247 loss=1.0665 kl=0.6517
  Step 19: reward=0.1276 loss=61.4925 kl=0.5927
  Step 20: reward=0.1156 loss=1.9268 kl=1.0196
  Step 21: reward=0.1234 loss=0.8741 kl=-0.1111
  Step 22: reward=0.1158 loss=0.8942 kl=0.0138
  Step 23: reward=0.1208 loss=1.6440 kl=0.5831
  Step 24: reward=0.1278 loss=10.2257 kl=0.5734
  Step 25: reward=0.1324 loss=1.0132 kl=0.5374
  Step 26: reward=0.1289 loss=0.6863 kl=-0.2517
  Step 27: reward=0.1280 loss=1.3915 kl=1.0259
  Step 28: reward=0.1279 loss=2.7180 kl=1.6383
  Step 29: reward=0.1294 loss=1.3228 kl=0.5321
  Step 30: reward=0.1288 loss=0.9758 kl=0.2937
  Step 31: reward=0.1228 loss=0.8595 kl=0.3638
  Step 32: reward=0.1246 loss=1.8800 kl=1.3955
  Step 33: reward=0.1222 loss=1.7619 kl=1.1364
  Step 34: reward=0.1352 loss=5.9929 kl=0.3264
  Step 35: reward=0.1243 loss=146.1638 kl=-0.9494
  Step 36: reward=0.1254 loss=21.4094 kl=-0.2173
  Step 37: reward=0.1227 loss=0.7826 kl=0.1854
  Step 38: reward=0.1243 loss=0.4720 kl=0.1313
  Step 39: reward=0.1252 loss=1.2191 kl=0.1386
  Step 40: reward=0.1249 loss=0.9418 kl=0.2145
  Step 41: reward=0.1266 loss=2.3572 kl=0.0643
  Step 42: reward=0.1272 loss=6.4235 kl=-0.2148
  Step 43: reward=0.1236 loss=1.4217 kl=0.7622
  Step 44: reward=0.1236 loss=0.9231 kl=0.5153
  Step 45: reward=0.1235 loss=5.6705 kl=-0.1977
  Step 46: reward=0.1274 loss=0.6682 kl=0.4257
  Step 47: reward=0.1218 loss=1.1462 kl=0.7109
  Step 48: reward=0.1214 loss=3.7644 kl=-0.3775
  Step 49: reward=0.1270 loss=1.9452 kl=-0.0736
  Step 50: reward=0.1547 loss=49.3368 kl=-1.0050
  Eval reward=0.6057 toxicity=0.0870
RLHF PPO policy saved to RL/full_run_jonly/bart-large/ppo_policy
RLHF model saved to RL/full_run_jonly/bart-large/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:09<10:02,  9.88s/it]Generating test predictions:   3%|▎         | 2/62 [00:12<05:41,  5.69s/it]Generating test predictions:   5%|▍         | 3/62 [00:14<04:00,  4.07s/it]Generating test predictions:   6%|▋         | 4/62 [00:17<03:27,  3.58s/it]Generating test predictions:   8%|▊         | 5/62 [00:19<02:48,  2.95s/it]Generating test predictions:  10%|▉         | 6/62 [00:21<02:33,  2.73s/it]Generating test predictions:  11%|█▏        | 7/62 [00:25<02:52,  3.14s/it]Generating test predictions:  13%|█▎        | 8/62 [00:28<02:40,  2.98s/it]Generating test predictions:  15%|█▍        | 9/62 [00:30<02:22,  2.69s/it]Generating test predictions:  16%|█▌        | 10/62 [00:32<02:12,  2.55s/it]Generating test predictions:  18%|█▊        | 11/62 [00:34<02:05,  2.46s/it]Generating test predictions:  19%|█▉        | 12/62 [00:37<02:01,  2.42s/it]Generating test predictions:  21%|██        | 13/62 [00:39<01:51,  2.27s/it]Generating test predictions:  23%|██▎       | 14/62 [00:41<01:45,  2.20s/it]Generating test predictions:  24%|██▍       | 15/62 [00:43<01:39,  2.11s/it]Generating test predictions:  26%|██▌       | 16/62 [00:44<01:33,  2.04s/it]Generating test predictions:  27%|██▋       | 17/62 [00:46<01:29,  1.99s/it]Generating test predictions:  29%|██▉       | 18/62 [00:48<01:25,  1.94s/it]Generating test predictions:  31%|███       | 19/62 [00:50<01:20,  1.88s/it]Generating test predictions:  32%|███▏      | 20/62 [00:52<01:22,  1.96s/it]Generating test predictions:  34%|███▍      | 21/62 [00:54<01:19,  1.93s/it]Generating test predictions:  35%|███▌      | 22/62 [00:56<01:20,  2.00s/it]Generating test predictions:  37%|███▋      | 23/62 [00:59<01:29,  2.30s/it]Generating test predictions:  39%|███▊      | 24/62 [01:01<01:27,  2.30s/it]Generating test predictions:  40%|████      | 25/62 [01:04<01:23,  2.25s/it]Generating test predictions:  42%|████▏     | 26/62 [01:05<01:16,  2.14s/it]Generating test predictions:  44%|████▎     | 27/62 [01:08<01:14,  2.14s/it]Generating test predictions:  45%|████▌     | 28/62 [01:10<01:12,  2.14s/it]Generating test predictions:  47%|████▋     | 29/62 [01:11<01:07,  2.04s/it]Generating test predictions:  48%|████▊     | 30/62 [01:14<01:04,  2.03s/it]Generating test predictions:  50%|█████     | 31/62 [01:16<01:03,  2.05s/it]Generating test predictions:  52%|█████▏    | 32/62 [01:18<01:05,  2.17s/it]Generating test predictions:  53%|█████▎    | 33/62 [01:20<01:01,  2.11s/it]Generating test predictions:  55%|█████▍    | 34/62 [01:22<00:57,  2.04s/it]Generating test predictions:  56%|█████▋    | 35/62 [01:25<01:01,  2.26s/it]Generating test predictions:  58%|█████▊    | 36/62 [01:27<00:59,  2.28s/it]Generating test predictions:  60%|█████▉    | 37/62 [01:29<00:58,  2.32s/it]Generating test predictions:  61%|██████▏   | 38/62 [01:31<00:53,  2.23s/it]Generating test predictions:  63%|██████▎   | 39/62 [01:33<00:48,  2.10s/it]Generating test predictions:  65%|██████▍   | 40/62 [01:36<00:50,  2.30s/it]Generating test predictions:  66%|██████▌   | 41/62 [01:38<00:46,  2.24s/it]Generating test predictions:  68%|██████▊   | 42/62 [01:40<00:43,  2.17s/it]Generating test predictions:  69%|██████▉   | 43/62 [01:42<00:41,  2.19s/it]Generating test predictions:  71%|███████   | 44/62 [01:44<00:39,  2.18s/it]Generating test predictions:  73%|███████▎  | 45/62 [01:46<00:36,  2.12s/it]Generating test predictions:  74%|███████▍  | 46/62 [01:49<00:33,  2.11s/it]Generating test predictions:  76%|███████▌  | 47/62 [01:50<00:29,  1.97s/it]Generating test predictions:  77%|███████▋  | 48/62 [01:53<00:29,  2.10s/it]Generating test predictions:  79%|███████▉  | 49/62 [01:55<00:27,  2.08s/it]Generating test predictions:  81%|████████  | 50/62 [01:57<00:24,  2.03s/it]Generating test predictions:  82%|████████▏ | 51/62 [01:58<00:21,  1.99s/it]Generating test predictions:  84%|████████▍ | 52/62 [02:01<00:20,  2.04s/it]Generating test predictions:  85%|████████▌ | 53/62 [02:02<00:17,  2.00s/it]Generating test predictions:  87%|████████▋ | 54/62 [02:05<00:16,  2.04s/it]Generating test predictions:  89%|████████▊ | 55/62 [02:06<00:13,  1.98s/it]Generating test predictions:  90%|█████████ | 56/62 [02:08<00:11,  1.98s/it]Generating test predictions:  92%|█████████▏| 57/62 [02:10<00:09,  1.99s/it]Generating test predictions:  94%|█████████▎| 58/62 [02:12<00:07,  1.99s/it]Generating test predictions:  95%|█████████▌| 59/62 [02:14<00:05,  1.99s/it]Generating test predictions:  97%|█████████▋| 60/62 [02:16<00:03,  1.98s/it]Generating test predictions:  98%|█████████▊| 61/62 [02:18<00:01,  1.94s/it]Generating test predictions: 100%|██████████| 62/62 [02:20<00:00,  1.90s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
That's 100 lines that end in a tokenized period ('.')
It looks like you forgot to detokenize your test data, which may hurt your score.
If you insist your data is detokenized, or don't care, you can suppress this message with the `force` parameter.
Saved predictions to RL/full_run_jonly/bart-large/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:00<00:27,  1.09it/s]Batches:   6%|▋         | 2/31 [00:01<00:13,  2.17it/s]Batches:  10%|▉         | 3/31 [00:01<00:08,  3.28it/s]Batches:  13%|█▎        | 4/31 [00:01<00:06,  4.24it/s]Batches:  16%|█▌        | 5/31 [00:01<00:04,  5.25it/s]Batches:  19%|█▉        | 6/31 [00:01<00:04,  6.07it/s]Batches:  26%|██▌       | 8/31 [00:01<00:02,  8.82it/s]Batches:  32%|███▏      | 10/31 [00:01<00:02,  9.80it/s]Batches:  39%|███▊      | 12/31 [00:02<00:01,  9.85it/s]Batches:  45%|████▌     | 14/31 [00:02<00:02,  6.99it/s]Batches:  48%|████▊     | 15/31 [00:02<00:02,  7.23it/s]Batches:  55%|█████▍    | 17/31 [00:02<00:01,  9.33it/s]Batches:  61%|██████▏   | 19/31 [00:02<00:01, 10.55it/s]Batches:  68%|██████▊   | 21/31 [00:02<00:00, 11.57it/s]Batches:  74%|███████▍  | 23/31 [00:03<00:00, 10.87it/s]Batches:  81%|████████  | 25/31 [00:03<00:00, 11.88it/s]Batches:  87%|████████▋ | 27/31 [00:03<00:00, 12.53it/s]Batches:  94%|█████████▎| 29/31 [00:03<00:00, 11.37it/s]Batches: 100%|██████████| 31/31 [00:03<00:00, 12.18it/s]Batches: 100%|██████████| 31/31 [00:03<00:00,  8.14it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   6%|▋         | 2/31 [00:00<00:01, 14.61it/s]Batches:  13%|█▎        | 4/31 [00:00<00:01, 14.05it/s]Batches:  19%|█▉        | 6/31 [00:00<00:01, 14.74it/s]Batches:  26%|██▌       | 8/31 [00:00<00:01, 15.84it/s]Batches:  32%|███▏      | 10/31 [00:00<00:01, 14.56it/s]Batches:  39%|███▊      | 12/31 [00:00<00:01, 16.02it/s]Batches:  45%|████▌     | 14/31 [00:00<00:00, 17.11it/s]Batches:  55%|█████▍    | 17/31 [00:01<00:00, 18.93it/s]Batches:  65%|██████▍   | 20/31 [00:01<00:00, 20.05it/s]Batches:  74%|███████▍  | 23/31 [00:01<00:00, 19.78it/s]Batches:  81%|████████  | 25/31 [00:01<00:00, 18.92it/s]Batches:  90%|█████████ | 28/31 [00:01<00:00, 21.13it/s]Batches: 100%|██████████| 31/31 [00:02<00:00,  9.91it/s]Batches: 100%|██████████| 31/31 [00:02<00:00, 14.33it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:  56.48
STA :  0.950
SIM :  0.828
FL  :  0.804
J   :  0.633
Metrics written to RL/full_run_jonly/bart-large/metrics.txt
