Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/mvp/final_model
  Step 09: reward=0.1456 loss=1.4860 kl=1.0494
  Step 10: reward=0.1267 loss=2.6408 kl=0.5313
  Step 11: reward=0.1256 loss=1.2198 kl=-0.4670
  Step 12: reward=0.1174 loss=1.3669 kl=0.7646
  Step 13: reward=0.1264 loss=1.1140 kl=0.5385
  Step 14: reward=0.1327 loss=0.6052 kl=-0.2459
  Step 15: reward=0.1231 loss=0.7566 kl=-0.0470
  Step 16: reward=0.1256 loss=1.0999 kl=-0.2566
  Step 17: reward=0.1251 loss=0.7056 kl=0.0976
  Step 18: reward=0.1199 loss=0.6339 kl=0.1769
  Step 19: reward=0.1256 loss=1.2296 kl=0.8867
  Step 20: reward=0.1322 loss=3.1091 kl=1.2787
  Step 21: reward=0.1199 loss=8.6092 kl=1.3110
  Step 22: reward=0.1198 loss=2.6956 kl=1.7994
  Step 23: reward=0.1401 loss=1.1744 kl=0.1939
  Step 24: reward=0.1227 loss=8.0884 kl=7.7089
  Step 25: reward=0.1249 loss=1.7819 kl=1.0195
  Step 26: reward=0.1294 loss=3.9540 kl=3.0932
  Step 27: reward=0.1391 loss=2.0855 kl=0.7060
  Step 28: reward=0.1263 loss=0.6885 kl=-0.3824
  Step 29: reward=0.1263 loss=0.5328 kl=-0.2540
  Step 30: reward=0.1255 loss=3.4418 kl=2.0696
  Step 31: reward=0.1135 loss=1.5807 kl=1.0224
  Step 32: reward=0.1246 loss=1.2814 kl=0.2306
  Step 33: reward=0.1242 loss=1.0160 kl=0.3167
  Step 34: reward=0.1221 loss=1.6738 kl=0.9168
  Step 35: reward=0.1260 loss=4.9647 kl=4.4322
  Step 36: reward=0.1290 loss=3.4413 kl=2.6325
  Step 37: reward=0.1252 loss=7.6453 kl=1.0239
  Step 38: reward=0.1463 loss=1.3192 kl=0.8050
  Step 39: reward=0.1328 loss=2.5867 kl=-0.9455
  Step 40: reward=0.1221 loss=0.8623 kl=0.2716
  Step 41: reward=0.1318 loss=1.1667 kl=0.7608
  Step 42: reward=0.1392 loss=1.4176 kl=0.9727
  Step 43: reward=0.1250 loss=8.7858 kl=1.2687
  Step 44: reward=0.1198 loss=1.2388 kl=-0.0903
  Step 45: reward=0.1303 loss=1.7154 kl=1.4601
  Step 46: reward=0.1211 loss=4.9784 kl=3.7831
  Step 47: reward=0.1229 loss=12.8395 kl=0.9611
  Step 48: reward=0.1233 loss=4.5571 kl=4.0984
  Step 49: reward=0.1286 loss=1.1495 kl=0.7905
  Step 50: reward=0.1301 loss=2.1803 kl=1.7161
  Eval reward=0.6146 toxicity=0.0843
Epoch 4/10
  Step 01: reward=0.1287 loss=1.1337 kl=0.4818
  Step 02: reward=0.1201 loss=5.0430 kl=3.4745
  Step 03: reward=0.1266 loss=1.3079 kl=0.3302
  Step 04: reward=0.1240 loss=5.2181 kl=1.7616
  Step 05: reward=0.1309 loss=2.7721 kl=2.3611
  Step 06: reward=0.1217 loss=0.5212 kl=0.2466
  Step 07: reward=0.1233 loss=3.8200 kl=2.9014
  Step 08: reward=0.1307 loss=6.0697 kl=5.2501
  Step 09: reward=0.1296 loss=1.8028 kl=0.7144
  Step 10: reward=0.1593 loss=2.2199 kl=1.8849
  Step 11: reward=0.1194 loss=0.5297 kl=0.2994
  Step 12: reward=0.1192 loss=2.7191 kl=1.5187
  Step 13: reward=0.1144 loss=1.1162 kl=0.4716
  Step 14: reward=0.1456 loss=1.5893 kl=0.6694
  Step 15: reward=0.1270 loss=1.6652 kl=-0.2477
  Step 16: reward=0.1266 loss=0.7720 kl=0.1405
  Step 17: reward=0.1257 loss=0.9927 kl=0.5401
  Step 18: reward=0.1091 loss=4.8708 kl=1.2332
  Step 19: reward=0.1239 loss=1.4419 kl=0.7536
  Step 20: reward=0.1164 loss=2.3865 kl=1.9219
  Step 21: reward=0.1437 loss=0.5575 kl=0.1149
  Step 22: reward=0.1259 loss=2.1611 kl=1.1586
  Step 23: reward=0.1298 loss=1.5549 kl=1.0981
  Step 24: reward=0.1176 loss=1.4852 kl=-0.4817
  Step 25: reward=0.1291 loss=1.6929 kl=-0.6679
  Step 26: reward=0.1255 loss=0.4819 kl=0.0938
  Step 27: reward=0.1246 loss=2.3972 kl=1.8155
  Step 28: reward=0.1263 loss=0.5200 kl=-0.1104
  Step 29: reward=0.1176 loss=0.5213 kl=-0.0361
  Step 30: reward=0.1278 loss=1.1414 kl=0.7460
  Step 31: reward=0.1255 loss=1.6943 kl=1.1261
  Step 32: reward=0.1256 loss=2.8802 kl=2.3639
  Step 33: reward=0.1273 loss=0.6060 kl=-0.1423
  Step 34: reward=0.1321 loss=1.0592 kl=-0.4930
  Step 35: reward=0.1285 loss=0.9621 kl=-0.2944
  Step 36: reward=0.1287 loss=1.2290 kl=0.7035
  Step 37: reward=0.1176 loss=3.1761 kl=2.5811
  Step 38: reward=0.1281 loss=2.3009 kl=1.6963
  Step 39: reward=0.1296 loss=1.8979 kl=1.5443
  Step 40: reward=0.1631 loss=2.9970 kl=2.2305
  Step 41: reward=0.1268 loss=2.3894 kl=0.9247
  Step 42: reward=0.1259 loss=1.8923 kl=0.8530
  Step 43: reward=0.1173 loss=3.0233 kl=2.4412
  Step 44: reward=0.1244 loss=1.5122 kl=0.6763
  Step 45: reward=0.1252 loss=2.9541 kl=2.0683
  Step 46: reward=0.1270 loss=3.5437 kl=1.2251
  Step 47: reward=0.1263 loss=2.7835 kl=2.2645
  Step 48: reward=0.1211 loss=6.6833 kl=1.1281
  Step 49: reward=0.1165 loss=0.9107 kl=0.4319
  Step 50: reward=0.1267 loss=1.4288 kl=0.8217
  Eval reward=0.6157 toxicity=0.0877
Epoch 5/10
  Step 01: reward=0.1250 loss=1.9175 kl=1.4378
  Step 02: reward=0.1255 loss=3.2401 kl=1.2054
  Step 03: reward=0.1175 loss=2.3847 kl=0.5247
  Step 04: reward=0.1217 loss=3.6666 kl=3.1670
  Step 05: reward=0.1185 loss=1.6281 kl=0.0497
  Step 06: reward=0.1194 loss=1.9290 kl=0.6145
  Step 07: reward=0.1303 loss=7.7309 kl=0.6222
  Step 08: reward=0.1181 loss=2.5999 kl=2.1195
  Step 09: reward=0.1250 loss=1.8144 kl=0.7887
  Step 10: reward=0.1316 loss=2.6744 kl=1.7340
  Step 11: reward=0.1275 loss=2.9977 kl=2.3634
  Step 12: reward=0.1257 loss=3.1348 kl=1.8924
  Step 13: reward=0.1625 loss=1.9511 kl=1.2161
  Step 14: reward=0.1153 loss=1.2715 kl=0.3004
  Step 15: reward=0.1183 loss=1.2802 kl=0.8108
  Step 16: reward=0.1255 loss=2.0425 kl=0.5288
  Step 17: reward=0.1273 loss=1.0142 kl=0.4293
  Step 18: reward=0.1230 loss=1.2085 kl=0.2388
  Step 19: reward=0.1236 loss=2.6837 kl=2.0829
  Step 20: reward=0.1285 loss=1.5511 kl=1.0028
  Step 21: reward=0.1244 loss=2.5932 kl=2.1181
  Step 22: reward=0.1207 loss=44.7926 kl=-0.2289
  Step 23: reward=0.1301 loss=2.5568 kl=1.6641
  Step 24: reward=0.1176 loss=1.7739 kl=1.4346
  Step 25: reward=0.1250 loss=2.1430 kl=0.2067
  Step 26: reward=0.1269 loss=137.2610 kl=-0.0491
  Step 27: reward=0.1260 loss=4.2046 kl=0.6654
  Step 28: reward=0.1217 loss=5.0092 kl=3.3659
  Step 29: reward=0.1252 loss=14.3186 kl=1.6932
  Step 30: reward=0.1260 loss=5.1494 kl=4.5672
  Step 31: reward=0.1218 loss=3.1005 kl=2.3134
  Step 32: reward=0.1240 loss=1.8365 kl=1.3820
  Step 33: reward=0.1202 loss=1.9891 kl=0.8821
  Step 34: reward=0.1257 loss=3.5995 kl=2.7609
  Step 35: reward=0.1365 loss=2.0511 kl=1.7100
  Step 36: reward=0.1147 loss=2.0368 kl=0.9225
  Step 37: reward=0.1239 loss=3.9136 kl=3.0648
  Step 38: reward=0.1170 loss=8.1551 kl=0.8985
  Step 39: reward=0.1221 loss=1.5240 kl=0.9792
  Step 40: reward=0.1233 loss=2.4668 kl=1.9014
  Step 41: reward=0.1296 loss=4.0392 kl=1.8954
  Step 42: reward=0.1304 loss=3.5037 kl=2.9627
  Step 43: reward=0.1299 loss=57.4401 kl=0.9545
  Step 44: reward=0.1243 loss=2.6144 kl=1.8847
  Step 45: reward=0.1203 loss=3.6991 kl=2.7612
  Step 46: reward=0.1187 loss=3.0163 kl=2.5426
  Step 47: reward=0.1323 loss=0.9120 kl=0.3267
  Step 48: reward=0.1258 loss=1.6640 kl=1.1469
  Step 49: reward=0.1220 loss=65.9829 kl=2.3604
  Step 50: reward=0.1312 loss=2.2531 kl=1.5057
  Eval reward=0.6184 toxicity=0.0684
Epoch 6/10
  Step 01: reward=0.1251 loss=1.2575 kl=0.6703
  Step 02: reward=0.1239 loss=114.1335 kl=0.7717
  Step 03: reward=0.1317 loss=0.9574 kl=0.4089
  Step 04: reward=0.1268 loss=2.4941 kl=1.8484
  Step 05: reward=0.1227 loss=4.8974 kl=-0.3588
  Step 06: reward=0.1183 loss=1.4069 kl=1.0824
  Step 07: reward=0.1289 loss=10.6380 kl=0.0554
  Step 08: reward=0.1234 loss=2.1190 kl=1.5988
  Step 09: reward=0.1285 loss=0.8845 kl=0.4453
  Step 10: reward=0.1251 loss=1.8483 kl=1.2980
  Step 11: reward=0.1382 loss=1.9617 kl=1.6172
  Step 12: reward=0.1251 loss=1.0348 kl=0.2943
  Step 13: reward=0.1134 loss=2.4826 kl=0.9560
  Step 14: reward=0.1294 loss=1.4064 kl=0.8954
  Step 15: reward=0.1178 loss=1.4124 kl=0.7989
  Step 16: reward=0.1267 loss=1.6166 kl=0.9371
  Step 17: reward=0.1274 loss=510.6899 kl=1.0629
  Step 18: reward=0.1197 loss=1.8541 kl=-0.5525
  Step 19: reward=0.1206 loss=2.1566 kl=1.6696
  Step 20: reward=0.1237 loss=3.3138 kl=2.6731
  Step 21: reward=0.1240 loss=0.5262 kl=0.0331
  Step 22: reward=0.1229 loss=0.8193 kl=-0.1399
  Step 23: reward=0.1177 loss=58.3284 kl=1.1407
  Step 24: reward=0.1162 loss=1.8532 kl=1.4465
  Step 25: reward=0.1184 loss=2.2894 kl=1.5155
  Step 26: reward=0.1266 loss=2.5200 kl=1.7205
  Step 27: reward=0.1262 loss=2.5230 kl=0.5664
  Step 28: reward=0.1226 loss=13.6777 kl=0.9693
  Step 29: reward=0.1265 loss=1.8117 kl=1.3430
  Step 30: reward=0.1386 loss=0.8841 kl=0.3829
  Step 31: reward=0.1250 loss=848.4316 kl=0.9902
  Step 32: reward=0.1279 loss=2.4780 kl=1.6127
  Step 33: reward=0.1211 loss=58.8187 kl=1.0463
  Step 34: reward=0.1288 loss=2.1187 kl=1.1668
  Step 35: reward=0.1248 loss=15.1344 kl=1.3003
  Step 36: reward=0.1224 loss=2.8720 kl=2.0537
  Step 37: reward=0.1312 loss=1.7131 kl=1.2114
  Step 38: reward=0.1253 loss=3.1579 kl=2.0567
  Step 39: reward=0.1278 loss=3.8960 kl=2.5061
  Step 40: reward=0.1344 loss=2.0320 kl=1.4687
  Step 41: reward=0.1252 loss=2.2148 kl=1.9434
  Step 42: reward=0.1260 loss=23.3589 kl=0.5932
  Step 43: reward=0.1295 loss=0.9752 kl=0.0903
  Step 44: reward=0.1414 loss=14.7946 kl=0.0286
  Step 45: reward=0.1250 loss=17.7903 kl=0.7031
  Step 46: reward=0.1222 loss=3.5339 kl=-0.5968
  Step 47: reward=0.1241 loss=2.2559 kl=0.9587
  Step 48: reward=0.1264 loss=1.2704 kl=0.6058
  Step 49: reward=0.1384 loss=1.8667 kl=-0.5121
  Step 50: reward=0.1277 loss=46.1890 kl=-0.4775
  Eval reward=0.6159 toxicity=0.0917
Epoch 7/10
  Step 01: reward=0.1312 loss=1.4418 kl=0.4463
  Step 02: reward=0.1302 loss=2.8101 kl=-0.4551
  Step 03: reward=0.1285 loss=1.2065 kl=-0.2906
  Step 04: reward=0.1334 loss=3.7203 kl=-0.7681
  Step 05: reward=0.1271 loss=3.1615 kl=-0.4304
  Step 06: reward=0.1301 loss=1.4873 kl=0.6148
  Step 07: reward=0.1202 loss=1.9470 kl=0.1449
  Step 08: reward=0.1230 loss=0.9669 kl=0.3955
  Step 09: reward=0.1269 loss=1.1269 kl=0.1484
  Step 10: reward=0.1298 loss=0.8105 kl=-0.0385
  Step 11: reward=0.1155 loss=1.4174 kl=0.7402
  Step 12: reward=0.1324 loss=0.6448 kl=0.0909
  Step 13: reward=0.1184 loss=1.5703 kl=0.7702
  Step 14: reward=0.1339 loss=0.5134 kl=0.0400
  Step 15: reward=0.1214 loss=2.4499 kl=1.9153
  Step 16: reward=0.1210 loss=1.2286 kl=0.5533
  Step 17: reward=0.1161 loss=2.0396 kl=1.6553
  Step 18: reward=0.1248 loss=0.7343 kl=0.0725
  Step 19: reward=0.1181 loss=1.2721 kl=0.8682
  Step 20: reward=0.1259 loss=1.8967 kl=0.0795
  Step 21: reward=0.1206 loss=5.1610 kl=-0.0313
  Step 22: reward=0.1204 loss=0.7877 kl=0.0549
  Step 23: reward=0.1289 loss=0.9277 kl=0.2065
  Step 24: reward=0.1276 loss=1.2008 kl=0.9903
  Step 25: reward=0.1158 loss=0.7370 kl=0.3857
  Step 26: reward=0.1234 loss=1.1189 kl=0.2942
  Step 27: reward=0.1202 loss=2.1482 kl=1.3518
  Step 28: reward=0.1249 loss=1.4944 kl=0.7379
  Step 29: reward=0.1305 loss=6.5730 kl=-0.3803
  Step 30: reward=0.1192 loss=1.8671 kl=1.3842
  Step 31: reward=0.1269 loss=0.4444 kl=0.0465
  Step 32: reward=0.1301 loss=1.4766 kl=-0.8019
  Step 33: reward=0.1277 loss=0.8258 kl=0.3502
  Step 34: reward=0.1246 loss=1.4606 kl=0.1822
  Step 35: reward=0.1287 loss=5753.4058 kl=-0.7498
  Step 36: reward=0.1189 loss=6.4476 kl=-0.4635
  Step 37: reward=0.1463 loss=0.8764 kl=0.2249
  Step 38: reward=0.1281 loss=1.1555 kl=0.7542
  Step 39: reward=0.1225 loss=0.8225 kl=0.3996
  Step 40: reward=0.1298 loss=1.9909 kl=1.1051
  Step 41: reward=0.1211 loss=2.1925 kl=0.3681
  Step 42: reward=0.1222 loss=2.2077 kl=0.5340
  Step 43: reward=0.1319 loss=1.2895 kl=0.6040
  Step 44: reward=0.1277 loss=6.5304 kl=-0.4018
  Step 45: reward=0.1403 loss=1.9096 kl=0.9289
  Step 46: reward=0.1178 loss=1.6055 kl=0.9785
  Step 47: reward=0.1315 loss=0.7255 kl=0.3267
  Step 48: reward=0.1420 loss=1.3932 kl=0.8347
  Step 49: reward=0.1253 loss=1.2646 kl=-0.3575
  Step 50: reward=0.1242 loss=1.3684 kl=-0.0222
  Eval reward=0.6188 toxicity=0.0825
Epoch 8/10
  Step 01: reward=0.1205 loss=9.1451 kl=0.1970
  Step 02: reward=0.1274 loss=1.4951 kl=0.8684
  Step 03: reward=0.1313 loss=3.0329 kl=0.9620
  Step 04: reward=0.1280 loss=1.5980 kl=0.5927
  Step 05: reward=0.1266 loss=2.2027 kl=0.7240
  Step 06: reward=0.1258 loss=1.6786 kl=1.1871
  Step 07: reward=0.1263 loss=0.9743 kl=0.1390
  Step 08: reward=0.1277 loss=0.5365 kl=-0.1430
  Step 09: reward=0.1254 loss=1.4554 kl=0.2853
  Step 10: reward=0.1252 loss=0.8435 kl=0.3333
  Step 11: reward=0.1266 loss=0.7861 kl=-0.1030
  Step 12: reward=0.1194 loss=1.1263 kl=0.9121
  Step 13: reward=0.1274 loss=1.5734 kl=1.2509
  Step 14: reward=0.1124 loss=0.8358 kl=-0.0350
  Step 15: reward=0.1199 loss=1.1687 kl=0.7708
  Step 16: reward=0.1287 loss=1.3461 kl=0.4635
  Step 17: reward=0.1280 loss=1.1018 kl=0.4047
  Step 18: reward=0.1154 loss=1.2391 kl=0.2734
  Step 19: reward=0.1294 loss=1.0866 kl=0.6759
  Step 20: reward=0.1383 loss=5.7440 kl=-0.1729
  Step 21: reward=0.1320 loss=0.5950 kl=-0.0117
  Step 22: reward=0.1159 loss=2.0307 kl=0.6643
  Step 23: reward=0.1245 loss=1.1213 kl=-0.6765
  Step 24: reward=0.1277 loss=0.7995 kl=0.0369
  Step 25: reward=0.1262 loss=0.5626 kl=-0.1805
  Step 26: reward=0.1275 loss=0.8133 kl=0.2904
  Step 27: reward=0.1263 loss=1.3307 kl=0.7592
  Step 28: reward=0.1281 loss=0.8501 kl=0.2690
  Step 29: reward=0.1211 loss=1.7441 kl=1.2300
  Step 30: reward=0.1318 loss=1.0960 kl=0.6131
  Step 31: reward=0.1201 loss=2.2563 kl=0.4946
  Step 32: reward=0.1253 loss=2.4802 kl=0.2049
  Step 33: reward=0.1165 loss=2.0561 kl=0.8909
  Step 34: reward=0.1273 loss=1.1852 kl=-0.6697
  Step 35: reward=0.1291 loss=1.0298 kl=-0.2122
  Step 36: reward=0.1172 loss=0.7771 kl=-0.1569
  Step 37: reward=0.1251 loss=1.0987 kl=0.7926
  Step 38: reward=0.1261 loss=0.9713 kl=-0.3265
  Step 39: reward=0.1212 loss=1.5870 kl=1.1618
  Step 40: reward=0.1259 loss=1.2779 kl=0.8942
  Step 41: reward=0.1229 loss=1.6641 kl=1.0477
  Step 42: reward=0.1311 loss=0.8271 kl=0.3881
  Step 43: reward=0.1302 loss=1.9274 kl=-0.8377
  Step 44: reward=0.1272 loss=1.1053 kl=-0.4025
  Step 45: reward=0.1302 loss=1.0098 kl=0.1772
  Step 46: reward=0.1286 loss=1.3926 kl=0.0760
  Step 47: reward=0.1270 loss=1.2936 kl=0.6061
  Step 48: reward=0.1254 loss=1.9749 kl=0.6356
  Step 49: reward=0.1195 loss=0.5926 kl=-0.1052
  Step 50: reward=0.1301 loss=1.6283 kl=-0.6976
  Eval reward=0.6198 toxicity=0.0745
Epoch 9/10
  Step 01: reward=0.1294 loss=1.9051 kl=1.4757
  Step 02: reward=0.1260 loss=1.4648 kl=0.9472
  Step 03: reward=0.1291 loss=0.5208 kl=-0.1516
  Step 04: reward=0.1259 loss=0.8549 kl=0.5227
  Step 05: reward=0.1244 loss=0.8309 kl=0.4092
  Step 06: reward=0.1233 loss=1.7808 kl=1.2118
  Step 07: reward=0.1288 loss=1.1132 kl=-0.1518
  Step 08: reward=0.1249 loss=1.5339 kl=1.0980
  Step 09: reward=0.1218 loss=1.3753 kl=0.7983
  Step 10: reward=0.1082 loss=2.3650 kl=1.2037
  Step 11: reward=0.1247 loss=1.0150 kl=0.2858
  Step 12: reward=0.1458 loss=2.9556 kl=-0.5383
  Step 13: reward=0.1330 loss=1.1486 kl=0.1644
  Step 14: reward=0.1241 loss=1.5368 kl=-0.4440
  Step 15: reward=0.1200 loss=1.7721 kl=1.2524
  Step 16: reward=0.1305 loss=1.5296 kl=0.6390
  Step 17: reward=0.1266 loss=1.5352 kl=0.8229
  Step 18: reward=0.1207 loss=0.4881 kl=-0.0252
  Step 19: reward=0.1125 loss=0.4773 kl=-0.0797
  Step 20: reward=0.1340 loss=3.3574 kl=-0.3352
